delta_t,time_steps,timestamp,particle_position,user_goal,velocity,collision,key_pressed,success
0.01,0.0,0.0003998279571533203,"[50.05, 50.0]","[50.05, 50.0]","[5.0, 0.0]",False,RIGHT,True
0.01,0.01,0.051953792572021484,"[50.15, 50.0]","[50.15, 50.0]","[10.0, 0.0]",False,RIGHT,True
0.01,0.02,0.10495376586914062,"[50.3, 50.0]","[50.3, 50.0]","[15.0, 0.0]",False,RIGHT,True
0.01,0.03,0.15660881996154785,"[50.5, 50.0]","[50.5, 50.0]","[20.0, 0.0]",False,RIGHT,True
0.01,0.04,0.20818281173706055,"[50.75, 50.0]","[50.75, 50.0]","[25.0, 0.0]",False,RIGHT,True
0.01,0.05,0.26256680488586426,"[51.05, 50.0]","[51.05, 50.0]","[30.0, 0.0]",False,RIGHT,True
0.01,0.060000000000000005,0.31612372398376465,"[51.4, 50.0]","[51.4, 50.0]","[35.0, 0.0]",False,RIGHT,True
0.01,0.07,0.3687469959259033,"[51.8, 50.0]","[51.8, 50.0]","[40.0, 0.0]",False,RIGHT,True
0.01,0.08,0.42200779914855957,"[52.25, 50.0]","[52.25, 50.0]","[45.0, 0.0]",False,RIGHT,True
0.01,0.09,0.4729437828063965,"[52.75, 50.0]","[52.75, 50.0]","[50.0, 0.0]",False,RIGHT,True
0.01,0.09999999999999999,0.5247297286987305,"[52.75, 50.0]","[52.75, 50.0]","[0.0, 0.0]",False,,True
0.01,0.10999999999999999,0.5771667957305908,"[52.8, 50.0]","[52.8, 50.0]","[5.0, 0.0]",False,RIGHT,True
0.01,0.11999999999999998,0.62788987159729,"[52.9, 50.0]","[52.9, 50.0]","[10.0, 0.0]",False,RIGHT,True
0.01,0.12999999999999998,0.6790709495544434,"[53.05, 50.0]","[53.05, 50.0]","[15.0, 0.0]",False,RIGHT,True
0.01,0.13999999999999999,0.7310287952423096,"[53.25, 50.05]","[53.25, 50.05]","[20.0, 5.0]",False,DOWN,True
0.01,0.15,0.7832119464874268,"[53.5, 50.15]","[53.5, 50.15]","[25.0, 10.0]",False,DOWN,True
0.01,0.16,0.8348727226257324,"[53.8, 50.3]","[53.8, 50.3]","[30.0, 15.0]",False,DOWN,True
0.01,0.17,0.8859498500823975,"[54.15, 50.5]","[54.15, 50.5]","[35.0, 20.0]",False,DOWN,True
0.01,0.18000000000000002,0.937748908996582,"[54.55, 50.75]","[54.55, 50.75]","[40.0, 25.0]",False,DOWN,True
0.01,0.19000000000000003,0.9916186332702637,"[55.0, 51.05]","[55.0, 51.05]","[45.0, 30.0]",False,DOWN,True
0.01,0.20000000000000004,1.042947769165039,"[55.5, 51.4]","[55.5, 51.4]","[50.0, 35.0]",False,DOWN,True
0.01,0.21000000000000005,1.0941128730773926,"[56.05, 51.8]","[56.05, 51.8]","[55.0, 40.0]",False,DOWN,True
0.01,0.22000000000000006,1.1458239555358887,"[56.65, 52.25]","[56.65, 52.25]","[60.0, 45.0]",False,DOWN,True
0.01,0.23000000000000007,1.1994678974151611,"[57.3, 52.75]","[57.3, 52.75]","[65.0, 50.0]",False,DOWN,True
0.01,0.24000000000000007,1.2515778541564941,"[58.0, 53.3]","[58.0, 53.3]","[70.0, 55.0]",False,DOWN,True
0.01,0.25000000000000006,1.3030729293823242,"[58.75, 53.9]","[58.75, 53.9]","[75.0, 60.0]",False,DOWN,True
0.01,0.26000000000000006,1.3561768531799316,"[59.55, 54.55]","[59.55, 54.55]","[80.0, 65.0]",False,DOWN,True
0.01,0.2700000000000001,1.4096198081970215,"[60.4, 55.25]","[60.4, 55.25]","[85.0, 70.0]",False,DOWN,True
0.01,0.2800000000000001,1.4610188007354736,"[61.3, 56.0]","[61.3, 56.0]","[90.0, 75.0]",False,DOWN,True
0.01,0.2900000000000001,1.5146989822387695,"[62.25, 56.8]","[62.25, 56.8]","[95.0, 80.0]",False,DOWN,True
0.01,0.3000000000000001,1.5707998275756836,"[63.25, 57.65]","[63.25, 57.65]","[100.0, 85.0]",False,DOWN,True
0.01,0.3100000000000001,1.622560977935791,"[64.3, 58.55]","[64.3, 58.55]","[105.0, 90.0]",False,DOWN,True
0.01,0.3200000000000001,1.67563796043396,"[65.39999999999999, 59.5]","[65.39999999999999, 59.5]","[110.0, 95.0]",False,DOWN,True
0.01,0.3300000000000001,1.7278556823730469,"[66.55, 60.5]","[66.55, 60.5]","[115.0, 100.0]",False,DOWN,True
0.01,0.34000000000000014,1.7812237739562988,"[67.75, 61.55]","[67.75, 61.55]","[120.0, 105.0]",False,DOWN,True
0.01,0.35000000000000014,1.8350417613983154,"[69.0, 62.65]","[69.0, 62.65]","[125.0, 110.0]",False,DOWN,True
0.01,0.36000000000000015,1.8862829208374023,"[70.3, 63.8]","[70.3, 63.8]","[130.0, 115.0]",False,DOWN,True
0.01,0.37000000000000016,1.9387867450714111,"[71.64999999999999, 65.0]","[71.64999999999999, 65.0]","[135.0, 120.0]",False,DOWN,True
0.01,0.38000000000000017,1.991722822189331,"[73.05, 66.25]","[73.05, 66.25]","[140.0, 125.0]",False,DOWN,True
0.01,0.3900000000000002,2.0439798831939697,"[74.5, 67.55]","[74.5, 67.55]","[145.0, 130.0]",False,DOWN,True
0.01,0.4000000000000002,2.0976147651672363,"[76.0, 68.89999999999999]","[76.0, 68.89999999999999]","[150.0, 135.0]",False,DOWN,True
0.01,0.4100000000000002,2.149631977081299,"[77.55, 70.3]","[77.55, 70.3]","[155.0, 140.0]",False,DOWN,True
0.01,0.4200000000000002,2.2012007236480713,"[79.14999999999999, 71.75]","[79.14999999999999, 71.75]","[160.0, 145.0]",False,DOWN,True
0.01,0.4300000000000002,2.2540767192840576,"[80.8, 73.25]","[80.8, 73.25]","[165.0, 150.0]",False,DOWN,True
0.01,0.4400000000000002,2.305844783782959,"[82.5, 74.8]","[82.5, 74.8]","[170.0, 155.0]",False,DOWN,True
0.01,0.45000000000000023,2.3601467609405518,"[84.25, 76.39999999999999]","[84.25, 76.39999999999999]","[175.0, 160.0]",False,DOWN,True
0.01,0.46000000000000024,2.4169368743896484,"[86.05, 78.05]","[86.05, 78.05]","[180.0, 165.0]",False,DOWN,True
0.01,0.47000000000000025,2.4681856632232666,"[87.89999999999999, 79.75]","[87.89999999999999, 79.75]","[185.0, 170.0]",False,DOWN,True
0.01,0.48000000000000026,2.520796775817871,"[89.8, 81.5]","[89.8, 81.5]","[190.0, 175.0]",False,DOWN,True
0.01,0.49000000000000027,2.572537660598755,"[91.75, 83.3]","[91.75, 83.3]","[195.0, 180.0]",False,DOWN,True
0.01,0.5000000000000002,2.624100685119629,"[93.75, 85.14999999999999]","[93.75, 85.14999999999999]","[200.0, 185.0]",False,DOWN,True
0.01,0.5100000000000002,2.677485704421997,"[95.8, 87.05]","[95.8, 87.05]","[205.0, 190.0]",False,DOWN,True
0.01,0.5200000000000002,2.730231761932373,"[97.89999999999999, 89.0]","[97.89999999999999, 89.0]","[210.0, 195.0]",False,DOWN,True
0.01,0.5300000000000002,2.7806458473205566,"[100.05, 91.0]","[100.05, 91.0]","[215.0, 200.0]",False,DOWN,True
0.01,0.5400000000000003,2.8324787616729736,"[102.25, 93.05]","[102.25, 93.05]","[220.0, 205.0]",False,DOWN,True
0.01,0.5500000000000003,2.883739709854126,"[104.5, 95.14999999999999]","[104.5, 95.14999999999999]","[225.0, 210.0]",False,DOWN,True
0.01,0.5600000000000003,2.9374499320983887,"[106.8, 97.3]","[106.8, 97.3]","[230.0, 215.0]",False,DOWN,True
0.01,0.5700000000000003,2.989189863204956,"[109.14999999999999, 99.5]","[109.14999999999999, 99.5]","[235.0, 220.0]",False,DOWN,True
0.01,0.5800000000000003,3.0396206378936768,"[111.55, 101.75]","[111.55, 101.75]","[240.0, 225.0]",False,DOWN,True
0.01,0.5900000000000003,3.0911076068878174,"[114.0, 104.05]","[114.0, 104.05]","[245.0, 230.0]",False,DOWN,True
0.01,0.6000000000000003,3.1425626277923584,"[116.5, 106.39999999999999]","[116.5, 106.39999999999999]","[250.0, 235.0]",False,DOWN,True
0.01,0.6100000000000003,3.196415901184082,"[119.05, 108.8]","[119.05, 108.8]","[255.0, 240.0]",False,DOWN,True
0.01,0.6200000000000003,3.251802682876587,"[121.64999999999999, 111.25]","[121.64999999999999, 111.25]","[260.0, 245.0]",False,DOWN,True
0.01,0.6300000000000003,3.303191661834717,"[124.3, 113.75]","[124.3, 113.75]","[265.0, 250.0]",False,DOWN,True
0.01,0.6400000000000003,3.356010913848877,"[127.0, 116.3]","[127.0, 116.3]","[270.0, 255.0]",False,DOWN,True
0.01,0.6500000000000004,3.4081079959869385,"[129.75, 118.89999999999999]","[129.75, 118.89999999999999]","[275.0, 260.0]",False,DOWN,True
0.01,0.6600000000000004,3.458925724029541,"[132.55, 121.55]","[132.55, 121.55]","[280.0, 265.0]",False,DOWN,True
0.01,0.6700000000000004,3.512356758117676,"[135.4, 124.25]","[135.4, 124.25]","[285.0, 270.0]",False,DOWN,True
0.01,0.6800000000000004,3.5646839141845703,"[138.3, 127.0]","[138.3, 127.0]","[290.0, 275.0]",False,DOWN,True
0.01,0.6900000000000004,3.615896701812744,"[141.25, 129.8]","[141.25, 129.8]","[295.0, 280.0]",False,DOWN,True
0.01,0.7000000000000004,3.668477773666382,"[144.25, 132.65]","[144.25, 132.65]","[300.0, 285.0]",False,DOWN,True
0.01,0.7100000000000004,3.7190608978271484,"[147.3, 135.55]","[147.3, 135.55]","[305.0, 290.0]",False,DOWN,True
