delta_t,time_steps,timestamp,particle_position,user_goal,velocity,collision,success
0.01,0.0,0.0012748241424560547,"[54.0319353654365, 51.60216019555521]","[54.0319353654365, 51.60216019555521]","[403.19353654365034, 160.21601955552072]",False,True
0.01,0.01,0.052201032638549805,"[57.98395119555299, 53.18300004605278]","[57.98395119555299, 53.18300004605278]","[395.2015830116487, 158.08398504975756]",False,True
0.01,0.02,0.1019289493560791,"[61.97529103984019, 54.80448337545283]","[61.97529103984019, 54.80448337545283]","[399.13398442871966, 162.148332940005]",False,True
0.01,0.03,0.1520681381225586,"[65.96644214693394, 56.45618966837761]","[65.96644214693394, 56.45618966837761]","[399.11511070937564, 165.17062929247786]",False,True
0.01,0.04,0.20329713821411133,"[69.95429212523834, 58.15524932138335]","[69.95429212523834, 58.15524932138335]","[398.78499783043964, 169.90596530057402]",False,True
0.01,0.05,0.2546360492706299,"[73.94383965197736, 59.90346452793205]","[73.94383965197736, 59.90346452793205]","[398.9547526739017, 174.82152065487]",False,True
0.01,0.060000000000000005,0.3070871829986572,"[77.9279064251917, 61.71909236786499]","[77.9279064251917, 61.71909236786499]","[398.40667732143373, 181.56278399329366]",False,True
0.01,0.07,0.35898900032043457,"[81.91432993780481, 63.599529178222745]","[81.91432993780481, 63.599529178222745]","[398.6423512613115, 188.04368103577573]",False,True
0.01,0.08,0.4161360263824463,"[85.89365623927789, 65.56384675885374]","[85.89365623927789, 65.56384675885374]","[397.932630147308, 196.4317580630997]",False,True
0.01,0.09,0.4680440425872803,"[89.8759143774027, 67.60501562556686]","[89.8759143774027, 67.60501562556686]","[398.22581381248057, 204.11688667131216]",False,True
0.01,0.09999999999999999,0.5207729339599609,"[93.84968070709293, 69.74199793752763]","[93.84968070709293, 69.74199793752763]","[397.37663296902355, 213.69823119607645]",False,True
0.01,0.10999999999999999,0.5739421844482422,"[97.82685693941633, 71.96375042606411]","[97.82685693941633, 71.96375042606411]","[397.71762323234015, 222.1752488536481]",False,True
0.01,0.11999999999999998,0.6272141933441162,"[101.79444519666117, 74.28825811439927]","[101.79444519666117, 74.28825811439927]","[396.75882572448415, 232.450768833516]",False,True
0.01,0.12999999999999998,0.6799581050872803,"[105.76579289598975, 76.7011040964437]","[105.76579289598975, 76.7011040964437]","[397.1347699328575, 241.28459820444306]",False,True
0.01,0.13999999999999999,0.7321741580963135,"[109.72683990437784, 79.21852991652804]","[109.72683990437784, 79.21852991652804]","[396.10470083880926, 251.7425820084341]",False,True
0.01,0.15,0.7848560810089111,"[113.69183569856968, 81.82355807871137]","[113.69183569856968, 81.82355807871137]","[396.4995794191836, 260.50281621833307]",False,True
0.01,0.16,0.8412940502166748,"[117.64628117484762, 84.53004295245017]","[117.64628117484762, 84.53004295245017]","[395.44454762779395, 270.6484873738802]",False,True
0.01,0.17,0.8961758613586426,"[121.60467706106493, 87.31936833912613]","[121.60467706106493, 87.31936833912613]","[395.83958862173176, 278.9325386675955]",False,True
0.01,0.18000000000000002,0.9493110179901123,"[125.55279836006416, 90.20248870311933]","[125.55279836006416, 90.20248870311933]","[394.8121298999226, 288.31203639932]",False,True
0.01,0.19000000000000003,1.002790927886963,"[129.50437958720235, 93.15672486151234]","[129.5046652737392, 93.16011318858813]","[395.1581227138193, 295.42361583930153]",False,True
0.01,0.20000000000000004,1.0560710430145264,"[133.44589176437265, 96.15769738130336]","[133.447094694464, 96.19995429295783]","[394.15121771702945, 300.09725197910194]",False,True
0.01,0.21000000000000005,1.1133551597595215,"[137.39742828586557, 99.16253959480999]","[137.39285830639767, 99.30334834734731]","[395.15365214929324, 300.4842213506615]",False,True
