delta_t,time_steps,timestamp,particle_position,user_goal,velocity,collision,success
0.01,0.0,0.001123189926147461,"[53.53617272363423, 53.53489484922303]","[54.04799401432834, 54.046531181946584]","[353.6172723634233, 353.48948492230306]",False,True
0.01,0.01,0.05229377746582031,"[57.07258378642981, 57.06955126908995]","[58.02155285269418, 58.01804949024269]","[353.64110627955773, 353.46564198669205]",False,True
0.01,0.02,0.10300803184509277,"[60.608695384329764, 60.60450728778399]","[62.03139811940079, 62.026745092478436]","[353.61115978999555, 353.49560186940425]",False,True
0.01,0.03,0.1531519889831543,"[64.1453787798091, 64.1388912382391]","[66.0421727396903, 66.03445195981612]","[353.66833954793384, 353.438395045511]",False,True
0.01,0.04,0.20427298545837402,"[67.68161614723668, 67.6737214580244]","[70.05386508791656, 70.0450264279928]","[353.62373674275767, 353.4830219785312]",False,True
0.01,0.05,0.2560000419616699,"[71.21868700266766, 71.20771766765506]","[74.06648762849935, 74.05304280498446]","[353.7070855430987, 353.39962096306607]",False,True
0.01,0.060000000000000005,0.3090848922729492,"[74.75520691140292, 74.74226522281567]","[78.08002288448799, 78.0652269117913]","[353.6519908735252, 353.45475551606165]",False,True
0.01,0.07,0.3619871139526367,"[78.29283739109937, 78.27570124276981]","[82.09448574799372, 82.0728421020386]","[353.763047969644, 353.34360199541436]",False,True
0.01,0.08,0.4148087501525879,"[81.82981623967333, 81.80978955126874]","[86.1098561403725, 86.08633165698934]","[353.69788485739707, 353.4088308498921]",False,True
0.01,0.09,0.466904878616333,"[85.3682314893999, 85.34243970292526]","[90.12614814371791, 90.09260433997413]","[353.8415249726571, 353.26501516565247]",False,True
0.01,0.09999999999999999,0.5203149318695068,"[88.90588739698958, 88.87585027577823]","[94.14334145154712, 94.10701916687992]","[353.7655907589685, 353.34105728529755]",False,True
0.01,0.10999999999999999,0.5729038715362549,"[92.44537364616389, 92.40742736108851]","[98.16144573178285, 98.11072658997034]","[353.9486249174305, 353.1577085310279]",False,True
0.01,0.11999999999999998,0.6262080669403076,"[95.9839830943947, 95.93988299554462]","[102.18044355769193, 102.12556751300457]","[353.8609448230811, 353.24556344561097]",False,True
0.01,0.12999999999999998,0.6798548698425293,"[99.52489837190693, 99.47002727742426]","[106.20033509847185, 106.12515820896382]","[354.0915277512227, 353.014428187965]",False,True
0.01,0.13999999999999999,0.7327921390533447,"[103.06481101112325, 103.00117697345337]","[110.2211104971035, 110.13976126354666]","[353.9912639216323, 353.11496960291004]",False,True
0.01,0.15,0.7858591079711914,"[106.60759578889169, 106.52944506154815]","[114.2427530904367, 114.13331702793771]","[354.27847777684354, 352.8268088094779]",False,True
0.01,0.16,0.8386440277099609,"[110.14924776283705, 110.0588502510446]","[118.26526756854695, 118.14680542875749]","[354.16519739453656, 352.94051894964537]",False,True
0.01,0.17,0.8909990787506104,"[113.69443398310864, 113.58470537733041]","[122.28861020478237, 122.13201951110548]","[354.51862202715853, 352.5855126285808]",False,True
0.01,0.18000000000000002,0.9439361095428467,"[117.23835911981733, 117.11182804950245]","[126.31281014135823, 126.1432552667593]","[354.39251367086905, 352.7122672172034]",False,True
0.01,0.19000000000000003,0.9982237815856934,"[120.78657625483687, 120.63463302450256]","[130.33778295529214, 130.11743444314598]","[354.8217135019542, 352.2804975000111]",False,True
0.01,0.20000000000000004,1.0539190769195557,"[124.33341400325848, 124.15882679402394]","[134.36359559255882, 134.12497297026522]","[354.68377484216046, 352.419376952137]",False,True
0.01,0.21000000000000005,1.1061360836029053,"[127.88539081722466, 127.67784092590198]","[138.39010565019592, 138.08507100781733]","[355.19768139661755, 351.9014131878033]",False,True
0.01,0.22000000000000006,1.1599109172821045,"[131.43588957476254, 131.19834633399327]","[142.41743495279633, 142.08712352634956]","[355.04987575378743, 352.0505408091282]",False,True
0.01,0.23000000000000007,1.2122387886047363,"[134.9924503139254, 134.7127275699566]","[146.44536234190087, 146.02981227064697]","[355.6560739162834, 351.43812359633245]",False,True
0.01,0.24000000000000007,1.2651357650756836,"[138.54746473557987, 138.22867299504512]","[150.474085195382, 150.0242219489346]","[355.50144216544714, 351.5945425088518]",False,True
0.01,0.25000000000000006,1.3179359436035156,"[142.10951863704452, 141.73748643833554]","[154.50328006297974, 153.9460037452674]","[356.2053901464664, 350.8813443290408]",False,True
0.01,0.26000000000000006,1.3720588684082031,"[145.66999964021088, 145.2478959314435]","[158.53324345897477, 157.930242269872]","[356.04810031663646, 351.04094931079686]",False,True
0.01,0.2700000000000001,1.4249820709228516,"[149.2403208936496, 148.74829675648348]","[162.56352478536942, 161.82760373352758]","[357.0321253438734, 350.040082503997]",False,True
0.01,0.2800000000000001,1.478320837020874,"[152.81377378464566, 152.24550052951417]","[166.5945232076194, 165.79881696480206]","[357.34528909960596, 349.72037730306806]",False,True
0.01,0.2900000000000001,1.5299158096313477,"[156.40451983175106, 155.7249462647008]","[170.62561684103568, 169.66848412572062]","[359.0746047105387, 347.94457351866356]",False,True
0.01,0.3000000000000001,1.583770990371704,"[160.0072767867887, 159.191953926459]","[174.65735154052587, 173.62359316493422]","[360.2756955037662, 346.7007661758216]",False,True
0.01,0.3100000000000001,1.6359429359436035,"[163.63924798593908, 162.6283452045828]","[178.68891116886482, 177.46273541474224]","[363.1971199150371, 343.63912781238145]",False,True
0.01,0.3200000000000001,1.6889588832855225,"[167.29020113056674, 166.0445625495584]","[182.72099041079485, 181.39853978831698]","[365.09531446276657, 341.6217344975582]",False,True
0.01,0.3300000000000001,1.7442240715026855,"[170.96312981050983, 169.43714191170648]","[186.75263918071772, 185.2049709846316]","[367.2928679943086, 339.2579362148059]",False,True
0.01,0.34000000000000014,1.7981231212615967,"[174.62604471243822, 172.84053055278216]","[190.7848586026036, 189.11799227072646]","[366.29149019283807, 340.33886410756895]",False,True
0.01,0.35000000000000014,1.8508880138397217,"[178.27382955084542, 176.2601307629474]","[194.81663400088127, 192.88992383550195]","[364.77848384071973, 341.9600210165232]",False,True
0.01,0.36000000000000015,1.9032340049743652,"[181.88788305736193, 179.7153611576569]","[198.84910220611064, 196.77643061278496]","[361.40535065165125, 345.523039470951]",False,True
0.01,0.37000000000000016,1.9549319744110107,"[185.48691885162617, 183.1862315359562]","[202.88090018737842, 200.51329614284717]","[359.9035794264252, 347.08703782993007]",False,True
0.01,0.38000000000000017,2.009838819503784,"[189.0690060560204, 186.67459090600087]","[206.9132414562741, 204.37040166200478]","[358.20872043942524, 348.83593700446636]",False,True
0.01,0.3900000000000002,2.0649170875549316,"[192.65648892680554, 190.1574010484989]","[210.944655100787, 208.0731908483951]","[358.74828707851105, 348.2810142498038]",False,True
0.01,0.4000000000000002,2.1178109645843506,"[196.24368529979455, 193.64050627534348]","[214.9765913142283, 211.89842845799396]","[358.71963729889995, 348.3105226844558]",False,True
0.01,0.4100000000000002,2.1706719398498535,"[199.8461674923093, 197.1077994406911]","[219.00752701523714, 215.56913799141248]","[360.24821925147455, 346.7293165347615]",False,True
0.01,0.4200000000000002,2.2248029708862305,"[203.4540645136401, 200.56945784785833]","[223.03901739900135, 219.36057533506892]","[360.78970213308185, 346.16584071672145]",False,True
0.01,0.4300000000000002,2.279204845428467,"[207.0791851269278, 204.01307518804148]","[227.06947970280598, 223.0024916462244]","[362.5120613287692, 344.36173401831576]",False,True
0.01,0.4400000000000002,2.333061933517456,"[210.70977111163145, 207.4509299343234]","[231.10048600872926, 226.7591948492477]","[363.05859847036476, 343.7854746281926]",False,True
0.01,0.45000000000000023,2.3870348930358887,"[214.35510580118256, 210.8731419166359]","[235.13049576857583, 230.37691716323295]","[364.5334689551094, 342.22119823124996]",False,True
