delta_t,time_steps,timestamp,particle_position,user_goal,velocity,collision,success
0.01,0.0,0.002089262008666992,"[50.03986678001583, 50.809600354614105]","[50.19934259192786, 54.04799999999573]","[3.9866780015824523, 80.96003546141033]",False,True
0.01,0.01,0.05384492874145508,"[50.11788716929174, 52.25853758226665]","[50.42997718644119, 58.054284795738]","[7.802038927591583, 144.89372276525435]",False,True
0.01,0.02,0.10587143898010254,"[50.22642877114534, 54.220305244866566]","[50.66060322297657, 62.067374351831745]","[10.854160185360115, 196.1767662599916]",False,True
0.01,0.03,0.15798377990722656,"[50.37911775390243, 56.593405542096036]","[50.989881158338726, 66.08580543698902]","[15.268898275708192, 237.3100297229473]",False,True
0.01,0.04,0.20998191833496094,"[50.56697284290099, 59.29642567973769]","[51.31839997901604, 70.10850529952718]","[18.78550889985628, 270.3020137641651]",False,True
0.01,0.05,0.2620985507965088,"[50.81470342271262, 62.26406327833813]","[51.80563171812277, 74.13461324975448]","[24.773057981163287, 296.7637598600439]",False,True
0.01,0.060000000000000005,0.31390833854675293,"[51.11006639370606, 65.44393836145122]","[52.29152335901004, 78.16343894850323]","[29.53629709934454, 317.9875083113083]",False,True
0.01,0.07,0.3659083843231201,"[51.48574013126698, 68.79403619893203]","[52.9884391663149, 82.19442869690974]","[37.56737375609166, 335.00978374808176]",False,True
0.01,0.08,0.4181399345397949,"[51.9253074567554, 72.2806561784682]","[53.68357973747125, 86.22713839674333]","[43.95673254884191, 348.66199795361763]",False,True
0.01,0.09,0.4698982238769531,"[52.466654027038835, 75.876766557468]","[54.632042023091245, 90.26121186289575]","[54.134657028343675, 359.6110378999792]",False,True
0.01,0.09999999999999999,0.52211594581604,"[53.0890089112436, 79.56068479147595]","[55.57842868313867, 94.29636342520608]","[62.235488420476806, 368.391823400794]",False,True
0.01,0.10999999999999999,0.5732026100158691,"[53.83299846312791, 83.31501899552887]","[56.80895509480685, 98.33236397688475]","[74.39895518843063, 375.4334204052925]",False,True
0.01,0.11999999999999998,0.6268973350524902,"[54.67384560089969, 87.1258188836541]","[58.03723028372958, 102.36902977773363]","[84.08471377717834, 381.07998881252297]",False,True
0.01,0.12999999999999998,0.6791095733642578,"[55.65275391888747, 90.98189471011293]","[59.56838030549618, 106.40621348263272]","[97.89083179877807, 385.6075826458826]",False,True
0.01,0.13999999999999999,0.7309014797210693,"[56.741648634579974, 94.87427099838203]","[61.09721654935275, 110.44379693024635]","[108.88947156925066, 389.23762882690977]",False,True
0.01,0.15,0.7829368114471436,"[57.98048561798503, 98.79574834898476]","[62.93581701654922, 114.48168538237422]","[123.88369834050548, 392.1477350602735]",False,True
0.01,0.16,0.8349363803863525,"[59.33882123984146, 102.74055199661136]","[64.77213949303471, 118.51980286647114]","[135.83356218564293, 394.48036476265935]",False,True
0.01,0.17,0.8869533538818359,"[60.85391367556686, 106.7040498716027]","[66.91424859182685, 122.55808849638129]","[151.50924357254013, 396.34978749913535]",False,True
0.01,0.18000000000000002,0.9390106201171875,"[62.49398000811259, 110.68252659079212]","[69.05419628384205, 126.59649343430173]","[164.00663325457265, 397.8476719189411]",False,True
0.01,0.19000000000000003,0.9909873008728027,"[64.29252689354911, 114.6730021017264]","[71.48664682383121, 130.63497858509757]","[179.85468854365294, 399.04755109342807]",False,True
0.01,0.20000000000000004,1.0429279804229736,"[66.21746234202656, 118.67308638896151]","[73.91711386041368, 134.67351254718818]","[192.4935448477453, 400.0084287235109]",False,True
0.01,0.21000000000000005,1.0949840545654297,"[68.29788124256878, 122.68086282386122]","[76.61944092729784, 138.71207026871986]","[208.04189005422168, 400.7776434899717]",False,True
0.01,0.22000000000000006,1.1479403972625732,"[70.50233394152359, 126.69479470232335]","[79.32000364144169, 142.7506315195559]","[220.44526989548086, 401.393187846213]",False,True
0.01,0.23000000000000007,1.199908971786499,"[72.85520972160073, 130.71364990049594]","[82.26655124656195, 146.7891803343548]","[235.28757800771476, 401.8855198172584]",False,True
0.01,0.24000000000000007,1.251915454864502,"[75.32651733945735, 134.7364403574177]","[85.21157565364359, 150.8277035792749]","[247.13076178566283, 402.2790456921755]",False,True
0.01,0.25000000000000006,1.303922176361084,"[77.93596598271849, 138.7623732361182]","[88.37358996570599, 154.86619125285722]","[260.9448643261131, 402.5932878700511]",False,True
0.01,0.26000000000000006,1.3559231758117676,"[80.65566959811649, 142.79081188495766]","[91.53432706622245, 158.90463461002662]","[271.9703615398002, 402.8438648839454]",False,True
0.01,0.2700000000000001,1.408001184463501,"[83.50093789020777, 146.8212449608199]","[94.88187548798936, 162.9430277239535]","[284.52682920912764, 403.0433075862234]",False,True
0.01,0.2800000000000001,1.460925579071045,"[86.44644913484059, 150.85326159916022]","[98.2283833556989, 166.98136430909244]","[294.55112446328206, 403.20166383402983]",False,True
0.01,0.2900000000000001,1.5140223503112793,"[89.46675179297615, 154.8379536657199]","[101.73198254159396, 171.01964151138833]","[302.03026581355635, 398.469206655969]",False,True
0.01,0.3000000000000001,1.5661849975585938,"[92.54149306394108, 158.78079086013497]","[105.23519978386761, 175.05843685936944]","[307.47412709649166, 394.2837194415064]",False,True
0.01,0.3100000000000001,1.61885404586792,"[95.6735024672715, 162.67829212867264]","[108.86764775260389, 179.09729290714645]","[313.20094033304326, 389.75012685376805]",False,True
0.01,0.3200000000000001,1.6718957424163818,"[98.84961441550149, 166.5399384030633]","[112.49973627843876, 183.13638573394164]","[317.61119482299915, 386.1646274390672]",False,True
0.01,0.3300000000000001,1.723886251449585,"[102.07124722312969, 170.36369063435706]","[116.23580919400054, 187.17566252681638]","[322.1632807628201, 382.37522312937386]",False,True
0.01,0.34000000000000014,1.7760107517242432,"[105.32812023337993, 174.157472030984]","[119.97181035937881, 191.21530643061726]","[325.6873010250252, 379.37813966269414]",False,True
0.01,0.35000000000000014,1.8288743495941162,"[108.62075494975926, 177.9202576656892]","[123.7897404135095, 195.25528743810742]","[329.26347163793264, 376.2785634705222]",False,True
0.01,0.36000000000000015,1.881974697113037,"[111.94127932392104, 181.6584546918213]","[127.6078437050245, 199.295742369169]","[332.05243741617727, 373.81970261321123]",False,True
0.01,0.37000000000000016,1.934922695159912,"[115.28966136032791, 185.37171968126307]","[131.48917372141818, 203.33666401261283]","[334.8382036406873, 371.3264989441762]",False,True
0.01,0.38000000000000017,1.9879443645477295,"[118.65995828050745, 189.06510536795548]","[135.37087887959123, 207.37814299827932]","[337.02969201795423, 369.3385686692403]",False,True
0.01,0.3900000000000002,2.039979934692383,"[122.05181473226327, 192.73870156092943]","[139.30040907318835, 211.42019759337813]","[339.18564517558127, 367.35961929739483]",False,True
0.01,0.4000000000000002,2.092850685119629,"[125.46079120418517, 196.3964165045892]","[143.23047545392103, 215.46286933870533]","[340.8976471921908, 365.77149436597944]",False,True
0.01,0.4100000000000002,2.1451947689056396,"[128.88636367571254, 200.03859338858246]","[147.1960293938084, 219.50620924532046]","[342.5572471527371, 364.217688399323]",False,True
0.01,0.4200000000000002,2.1982028484344482,"[132.3252426764216, 203.66820913223935]","[151.16224383514532, 223.55020103009576]","[343.887900070905, 362.96157436568853]",False,True
0.01,0.4300000000000002,2.250924587249756,"[135.77683840830292, 207.28573399707403]","[155.15432133810833, 227.59494271824153]","[345.15957318813327, 361.752486483469]",False,True
0.01,0.4400000000000002,2.3039369583129883,"[139.23873056667549, 210.89340664618473]","[159.14715215827871, 231.64034233621834]","[346.189215837256, 360.76726491107104]",False,True
0.01,0.45000000000000023,2.357018232345581,"[142.71032909604963, 214.49173999999942]","[163.15852761665286, 235.68656943027744]","[347.15985293741375, 359.8333353814683]",False,True
0.01,0.46000000000000024,2.4099490642547607,"[146.1898648831857, 218.08239871321382]","[167.17072333019448, 239.73342521652827]","[347.9535787136048, 359.06587132144085]",False,True
0.01,0.47000000000000025,2.463972806930542,"[149.67678555691842, 221.66588633254293]","[171.19603551827583, 243.78118980819048]","[348.69206737327335, 358.3487619329098]",False,True
0.01,0.48000000000000026,2.516977310180664,"[153.16980726071, 225.2434272048677]","[175.22221447423811, 247.82950802630887]","[349.3021703791573, 357.7540872324747]",False,True
0.01,0.49000000000000027,2.5688507556915283,"[156.66843387009658, 228.81548699965614]","[179.25758046654727, 251.87882969694863]","[349.8626609386572, 357.20597947884454]",False,True
0.01,0.5000000000000002,2.621903896331787,"[160.1717431189906, 232.3829543994688]","[183.29384421924618, 255.92856876203976]","[350.3309248894013, 356.7467399812651]",False,True
0.01,0.5100000000000002,2.674912691116333,"[163.67930062203072, 235.94624497381994]","[187.33651751757242, 259.97943084137444]","[350.7557503040118, 356.3290574351149]",False,True
0.01,0.5200000000000002,2.727935791015625,"[167.1904555456058, 239.50599081711982]","[191.3801082065719, 264.0304920470377]","[351.11549235750726, 355.974584329989]",False,True
0.01,0.5300000000000002,2.780906915664673,"[170.70483231080874, 243.0625559198444]","[195.4281906842966, 268.0828346935927]","[351.43767652029305, 355.6565102724579]",False,True
0.01,0.5400000000000003,2.833895444869995,"[174.22198805651504, 246.61637286071823]","[199.47720216836768, 272.1350493841752]","[351.7155745706311, 355.38169408738196]",False,True
0.01,0.5500000000000003,2.8869242668151855,"[177.74159962800599, 250.16775763082745]","[203.52941148577395, 276.18875921542474]","[351.96115714909416, 355.13847701092135]",False,True
0.01,0.5600000000000003,2.93990421295166,"[181.26339440834255, 253.7169773950999]","[207.58255595615086, 280.2418727931123]","[352.17947803365496, 354.9219764272444]",False,True
0.01,0.5700000000000003,2.993010997772217,"[184.78710887432635, 257.2642912777695]","[211.6380446704481, 284.29676912198914]","[352.3714465983788, 354.73138826695913]",False,True
0.01,0.5800000000000003,3.0459892749786377,"[188.31267218956046, 260.80976765478135]","[215.69447085617944, 288.3504230816842]","[352.5563315234121, 354.54763770118643]",False,True
