delta_t,time_steps,timestamp,particle_position,user_goal,velocity,collision,success
0.01,0.0,0.0010571479797363281,"[50.809599953260836, 50.1505887252629]","[54.048, 50.752943765293324]","[80.95999532608359, 15.058872526290106]",False,True
0.01,0.01,0.05308723449707031,"[52.258536871090634, 50.42022336988002]","[58.05428480056087, 51.49876210258514]","[144.89369178297983, 26.96346446171173]",False,True
0.01,0.02,0.10512995719909668,"[54.22030430736072, 50.78396917803181]","[62.067374357173, 52.238952594243756]","[196.17674362700902, 36.37458081517874]",False,True
0.01,0.03,0.1570723056793213,"[56.59340445976248, 51.22362849981419]","[66.08580544337387, 52.98226601492037]","[237.3100152401761, 43.965932178237644]",False,True
0.01,0.04,0.20920515060424805,"[59.296424535567446, 51.72150342734306]","[70.10850530729303, 53.71300342718459]","[270.30200758049676, 49.78749275288717]",False,True
0.01,0.05,0.26114845275878906,"[62.264062161759, 52.26688797693497]","[74.13461325898787, 54.44842654794359]","[296.7637626191554, 54.5384549591906]",False,True
0.01,0.060000000000000005,0.31310272216796875,"[65.44393737081874, 52.846575689078534]","[78.16343895916049, 55.16532701989262]","[317.9875209059739, 57.96877121435643]",False,True
0.01,0.07,0.3650987148284912,"[68.79403544722459, 53.455105936414895]","[82.19442870859017, 55.88922755186087]","[335.0098076405842, 60.85302473363632]",False,True
0.01,0.08,0.41706109046936035,"[72.28065579662898, 54.0820628867797]","[86.22713840902225, 56.58989150299601]","[348.66203494043896, 62.69569503648095]",False,True
0.01,0.09,0.46906566619873047,"[75.8767667034389, 54.725778597748246]","[90.261211874699, 57.300642504142324]","[359.61109068099324, 64.37157109685418]",False,True
0.01,0.09999999999999999,0.521111011505127,"[79.56068565713663, 55.37759115268658]","[94.29636343571808, 57.984842761869906]","[368.3918953697724, 65.18125549383343]",False,True
0.01,0.10999999999999999,0.5731170177459717,"[83.31502082236088, 56.03864659728144]","[98.33236398393493, 58.68287019876762]","[375.43351652242495, 66.10554445948662]",False,True
0.01,0.11999999999999998,0.6240968704223633,"[87.12582197556853, 56.701415480402076]","[102.36902978017494, 59.35249341593382]","[381.08011532076415, 66.27688831206366]",False,True
0.01,0.12999999999999998,0.6761138439178467,"[90.98189945841945, 57.36914491278157]","[106.40621347634396, 60.04006582727982]","[385.6077482850918, 66.77294323794926]",False,True
0.01,0.13999999999999999,0.7280871868133545,"[94.8742778984539, 58.03507414553258]","[110.4437969141307, 60.69879532735433]","[389.23784400344454, 66.59292327510087]",False,True
0.01,0.15,0.7811322212219238,"[98.79575802944831, 58.70397207707685]","[114.48168534876196, 61.379569522882335]","[392.14801309944033, 66.88979315442653]",False,True
0.01,0.16,0.8331263065338135,"[102.74056521716608, 59.369643935016725]","[118.51980281579345, 62.03233913918194]","[394.48071877177773, 66.56718579398789]",False,True
0.01,0.17,0.8850669860839844,"[106.70406753410403, 60.037856285042466]","[122.5580884147919, 62.71071636727682]","[396.35023169379457, 66.82123500257403]",False,True
0.01,0.18000000000000002,0.9371378421783447,"[110.68254961396636, 60.70288226848788]","[126.59649332843148, 63.36300108315681]","[397.84820798623264, 66.50259834454194]",False,True
0.01,0.19000000000000003,0.9894492626190186,"[114.67303124933895, 61.370977800782306]","[130.6349784315743, 64.04338098096774]","[399.04816353725874, 66.80955322944237]",False,True
0.01,0.20000000000000004,1.0421721935272217,"[118.67312186281973, 62.03685968914377]","[134.6735123735205, 64.70041757007888]","[400.00906134807764, 66.5881888361461]",False,True
0.01,0.21000000000000005,1.0940585136413574,"[122.68090375130713, 62.70677052354246]","[138.7120700400138, 65.38645847067323]","[400.7781888487405, 66.99108343986894]",False,True
0.01,0.22000000000000006,1.1461427211761475,"[126.69483836715865, 63.37590391712366]","[142.7506313197611, 66.0525047515772]","[401.39346158515303, 66.91333935811973]",False,True
0.01,0.23000000000000007,1.1980900764465332,"[130.71369105541902, 64.05000326024867]","[146.78918011575317, 66.74650497413816]","[401.8852688260355, 67.40993431250133]",False,True
