delta_t,time_steps,timestamp,particle_position,user_goal,velocity,collision,success
0.01,0.0,0.0015172958374023438,"[50.809599364936446, 50.10061374720285]","[54.048, 50.503070799848075]","[80.9599364936443, 10.061374720284816]",False,True
0.01,0.01,0.05414390563964844,"[52.25853578387337, 50.27902770701206]","[58.05428480762076, 50.992685737947895]","[144.8936418936926, 17.841395980921178]",False,True
0.01,0.02,0.10612034797668457,"[54.22030276406503, 50.52198536968606]","[62.06737436551301, 51.49381846145588]","[196.17669801916585, 24.295766267399504]",False,True
0.01,0.03,0.15870356559753418,"[56.593402464990454, 50.81184244929529]","[66.08580545437233, 51.97127359419306]","[237.30997009254222, 28.985707960923715]",False,True
0.01,0.04,0.21154427528381348,"[59.29642205793999, 51.143464111306294]","[70.10850532223502, 52.46995413831218]","[270.30195929495346, 33.162166201100156]",False,True
0.01,0.05,0.26455163955688477,"[62.26405913160416, 51.50084788642206]","[74.1346132791989, 52.930387137837734]","[296.76370736641616, 35.73837751157637]",False,True
0.01,0.060000000000000005,0.3173825740814209,"[65.44393367432441, 51.884764004402165]","[78.16343898612854, 53.420433697243254]","[317.9874542720254, 38.39161179801076]",False,True
0.01,0.07,0.36928749084472656,"[68.79403091417831, 52.27991014209893]","[82.19442874408932, 53.860501403296816]","[335.00972398538966, 39.51461376967629]",False,True
0.01,0.08,0.42127418518066406,"[72.28065018246616, 52.69124863952316]","[86.22713845528963, 54.33661142897047]","[348.6619268287856, 41.13384974242298]",False,True
0.01,0.09,0.4734201431274414,"[75.87675965812832, 53.10391863975515]","[90.26121193464037, 54.75461041455883]","[359.61094756621543, 41.267000023199294]",False,True
0.01,0.09999999999999999,0.5252118110656738,"[79.56067668073129, 53.52566278194363]","[94.29636351325037, 55.21265542082412]","[368.39170226029694, 42.17441421884802]",False,True
0.01,0.10999999999999999,0.5782089233398438,"[83.31500918867724, 53.94223624189193]","[98.3323640844195, 55.6085524911079]","[375.43325079459476, 41.65734599483043]",False,True
