delta_t,time_steps,timestamp,particle_position,user_goal,velocity,collision,success
0.01,0.0,0.001672983169555664,"[51.60309302223934, 54.04799009394769]","[51.60309302223934, 54.04799009394769]","[160.30930222393422, 404.7990093947689]",False,True
0.01,0.01,0.05308389663696289,"[53.184916929915026, 58.01540554784751]","[53.184916929915026, 58.01540554784751]","[158.1823907675684, 396.7415453899818]",False,True
0.01,0.02,0.1036837100982666,"[54.80758304129186, 62.02416573033551]","[54.80758304129186, 62.02416573033551]","[162.26661113768373, 400.8760182488004]",False,True
0.01,0.03,0.15421175956726074,"[56.4606973580163, 66.03169305309221]","[56.4606973580163, 66.03169305309221]","[165.31143167244338, 400.7527322756701]",False,True
0.01,0.04,0.207108736038208,"[58.161593416527886, 70.03961720561138]","[58.161593416527886, 70.03961720561138]","[170.08960585115886, 400.7924152519166]",False,True
0.01,0.05,0.2579958438873291,"[59.91208687539885, 74.04751685113379]","[59.91208687539885, 74.04751685113379]","[175.0493458870963, 400.78996455224143]",False,True
0.01,0.060000000000000005,0.3101198673248291,"[61.730766492447344, 78.05537947201073]","[61.730766492447344, 78.05537947201073]","[181.86796170484953, 400.7862620876935]",False,True
0.01,0.07,0.3619258403778076,"[63.61502317884985, 82.06323991402286]","[63.61502317884985, 82.06323991402286]","[188.42566864025088, 400.7860442012131]",False,True
0.01,0.08,0.41391777992248535,"[65.58445663643946, 86.07104093029898]","[65.58445663643946, 86.07104093029898]","[196.94334575896022, 400.7801016276119]",False,True
0.01,0.09,0.4656648635864258,"[67.63201030185182, 90.0788493563533]","[67.63201030185182, 90.0788493563533]","[204.75536654123658, 400.7808426054325]",False,True
0.01,0.09999999999999999,0.5187849998474121,"[69.77746459602459, 94.08657030141798]","[69.77746459602459, 94.08657030141798]","[214.54542941727652, 400.7720945064676]",False,True
0.01,0.10999999999999999,0.5699057579040527,"[72.00971740196367, 98.09431312246119]","[72.00971740196367, 98.09431312246119]","[223.22528059390834, 400.7742821043209]",False,True
0.01,0.11999999999999998,0.6213858127593994,"[74.34798864240555, 102.1019256156753]","[74.34798864240555, 102.1019256156753]","[233.8271240441884, 400.7612493214111]",False,True
0.01,0.12999999999999998,0.6729569435119629,"[76.77775076709915, 106.10958185750899]","[76.77775076709915, 106.10958185750899]","[242.9762124693596, 400.76562418336863]",False,True
0.01,0.13999999999999999,0.7241828441619873,"[79.3170590577615, 110.11704371540989]","[79.3170590577615, 110.11704371540989]","[253.93082906623476, 400.7461857900907]",False,True
0.01,0.15,0.776965856552124,"[81.94873980973883, 114.12458162671258]","[81.94873980973883, 114.12458162671258]","[263.1680751977328, 400.7537911302691]",False,True
0.01,0.16,0.8285739421844482,"[84.68923883510122, 118.1318317788204]","[84.68923883510122, 118.1318317788204]","[274.04990253623964, 400.7250152107815]",False,True
0.01,0.17,0.881516695022583,"[87.51960569392295, 122.13920449802352]","[87.51960569392295, 122.13920449802352]","[283.03668588217334, 400.73727192031185]",False,True
0.01,0.18000000000000002,0.9335148334503174,"[90.45439571473685, 126.14615688386824]","[90.45439571473685, 126.14615688386824]","[293.47900208138924, 400.6952385844727]",False,True
0.01,0.19000000000000003,0.9857587814331055,"[93.46332877559732, 130.13944135141105]","[93.4737690270969, 130.15329705817064]","[300.8933060860476, 399.3284467542799]",False,True
0.01,0.20000000000000004,1.0387399196624756,"[96.5330060882327, 134.0862223454164]","[96.59038791795977, 134.1599999747574]","[306.9677312635371, 394.6780994005341]",False,True
0.01,0.21000000000000005,1.09053373336792,"[99.64866035535513, 137.99681022060415]","[99.78458874228515, 138.16741961954534]","[311.5654267122443, 391.0587875187756]",False,True
0.01,0.22000000000000006,1.1430027484893799,"[102.81496726731051, 141.86650008064942]","[103.06664553884991, 142.17408771585067]","[316.6306911955372, 386.96898600452676]",False,True
0.01,0.23000000000000007,1.1951987743377686,"[106.01943979875811, 145.70464480247796]","[106.41753261044809, 146.18145894552057]","[320.4472531447608, 383.81447218285496]",False,True
0.01,0.24000000000000007,1.2478268146514893,"[109.2653478937192, 149.50781187621584]","[109.84579842710407, 150.18791442130328]","[324.59080949610865, 380.3167073737885]",False,True
0.01,0.25000000000000006,1.2994277477264404,"[112.54267946589854, 153.28393382345595]","[113.33369691362103, 154.19533942255694]","[327.73315721793534, 377.6121947240114]",False,True
0.01,0.26000000000000006,1.3525927066802979,"[115.85346491476538, 157.03075900614832]","[116.88803353193293, 158.20158321324195]","[331.0785448866839, 374.68251826923756]",False,True
0.01,0.2700000000000001,1.406592845916748,"[119.18985935961253, 160.7547986661457]","[120.49276033160591, 162.2090796191206]","[333.6394444847149, 372.40396599973747]",False,True
0.01,0.2800000000000001,1.458763837814331,"[122.55302675165639, 164.45467763923205]","[124.1531650719677, 166.21501765066148]","[336.31673920438595, 369.987897308636]",False,True
0.01,0.2900000000000001,1.5106239318847656,"[125.93682642418584, 168.13569640283433]","[127.85514608423424, 170.2225133975138]","[338.3799672529444, 368.10187636022806]",False,True
0.01,0.3000000000000001,1.5635137557983398,"[129.3419171727803, 171.79702900079042]","[131.60271788897785, 174.22796079405123]","[340.5090748594461, 366.1332597956083]",False,True
0.01,0.3100000000000001,1.6160509586334229,"[132.76343993524287, 175.44301054485393]","[135.38382097129, 178.2352938523499]","[342.15227624625686, 364.59815440635094]",False,True
0.01,0.3200000000000001,1.6674537658691406,"[136.20705618890307, 179.06813213772296]","[139.2014359988558, 182.23998533684826]","[344.36162536601967, 362.512159286903]",False,True
0.01,0.3300000000000001,1.7192997932434082,"[139.67084527107312, 182.67398358906007]","[143.0454521816308, 186.24696909484146]","[346.37890821700455, 360.5851451337105]",False,True
0.01,0.34000000000000014,1.7716248035430908,"[143.1557854160583, 186.25939733196645]","[146.91805338253005, 190.25067966537347]","[348.49401449851865, 358.5413742906373]",False,True
0.01,0.35000000000000014,1.8240177631378174,"[146.65799605066834, 189.82794328486503]","[150.81107414991533, 194.25702678102522]","[350.2210634610036, 356.85459528985814]",False,True
0.01,0.36000000000000015,1.8784549236297607,"[150.17402097264383, 193.38287905342915]","[154.72605435942606, 198.25938041827496]","[351.6024921975487, 355.49357685641115]",False,True
0.01,0.37000000000000016,1.9317307472229004,"[153.6941188422521, 196.93378183734794]","[158.65654742726565, 202.26470125860726]","[352.00978696082694, 355.0902783918794]",False,True
0.01,0.38000000000000017,1.983048915863037,"[157.21137525969468, 200.48749917368502]","[162.60366815585752, 206.26523596391212]","[351.7256417442568, 355.3717336337089]",False,True
0.01,0.3900000000000002,2.0354747772216797,"[160.71981216523395, 204.0499239253014]","[166.56243297425982, 210.269003921764]","[350.8436905539279, 356.2424751616397]",False,True
0.01,0.4000000000000002,2.0884838104248047,"[164.22146820537372, 207.61901409288055]","[170.53357080374843, 214.26729295162045]","[350.16560401397646, 356.9090167579134]",False,True
0.01,0.4100000000000002,2.1403908729553223,"[167.7194049279949, 211.1917495081502]","[174.5132693814353, 218.26913437065994]","[349.7936722621167, 357.27354152696546]",False,True
0.01,0.4200000000000002,2.1934988498687744,"[171.21971010267987, 214.7621645205754]","[178.50200528594604, 222.26498193157073]","[350.03051746849786, 357.04150124252055]",False,True
0.01,0.4300000000000002,2.2453927993774414,"[174.72479184348467, 218.32789048874187]","[182.49698164217418, 226.26461461185988]","[350.5081740804797, 356.5725968166484]",False,True
