delta_t,time_steps,timestamp,particle_position,user_goal,velocity,collision,success
0.01,0.0,0.001260519027709961,"[50.80959957680423, 50.80959948057978]","[54.048, 54.048]","[80.9599576804228, 80.959948057978]",False,True
0.01,0.01,0.05408811569213867,"[52.25853618084315, 52.25853600592248]","[58.05428480507835, 58.05428480623304]","[144.89366040389197, 144.8936525342706]",False,True
0.01,0.02,0.1062779426574707,"[54.22030334144542, 54.22030310062461]","[62.06737436244431, 62.06737436377357]","[196.17671606022722, 196.17670947021304]",False,True
0.01,0.03,0.15804266929626465,"[56.59340323903789, 56.593402942886556]","[66.08580545019579, 66.08580545187873]","[237.30998975924706, 237.3099842261942]",False,True
0.01,0.04,0.21045517921447754,"[59.29642306844426, 59.29642272774236]","[70.10850531634782, 70.10850531851736]","[270.30198294063746, 270.3019784855803]",False,True
0.01,0.05,0.26235461235046387,"[62.264060448441896, 62.26406007714281]","[74.13461327089279, 74.13461327363594]","[296.763737999763, 296.76373494004486]",False,True
0.01,0.060000000000000005,0.31504178047180176,"[65.44393540760701, 65.44393502661227]","[78.16343897448999, 78.1634389778362]","[317.98749591651233, 317.98749494694584]",False,True
0.01,0.07,0.36711955070495605,"[68.79403323133661, 68.79403287327239]","[82.19442872788309, 82.19442873178228]","[335.0097823729593, 335.0097846660121]",False,True
0.01,0.08,0.41905856132507324,"[72.28065333210516, 72.28065304703821]","[86.22713843277478, 86.22713843706383]","[348.66201007685527, 348.66201737658287]",False,True
0.01,0.09,0.4714508056640625,"[75.81618709644926, 75.81618695552051]","[90.26121190334018, 90.26121190769871]","[353.55337643440885, 353.55339084822884]",False,True
0.01,0.09999999999999999,0.5240566730499268,"[79.35172081668597, 79.35172091187447]","[94.29709039251154, 94.2970903964405]","[353.55337202367116, 353.5533956353952]",False,True
0.01,0.10999999999999999,0.5762588977813721,"[82.88725448290724, 82.88725492581953]","[98.33438695131923, 98.33438695413803]","[353.5533666221274, 353.5534013945063]",False,True
0.01,0.11999999999999998,0.6290879249572754,"[86.42278808767075, 86.42278900461997]","[102.37261244289357, 102.37261244371048]","[353.5533604763519, 353.5534078800444]",False,True
0.01,0.12999999999999998,0.681194543838501,"[89.9583216283582, 89.95832315072902]","[106.4117668673328, 106.41176686505268]","[353.55335406874593, 353.5534146109044]",False,True
