delta_t,time_steps,timestamp,particle_position,user_goal,velocity,collision,success
0.01,0.0,0.0008265972137451172,"[50.30631099602038, 50.626111729722645]","[51.531563126991436, 53.13056361825171]","[30.63109960203768, 62.611172972264825]",False,True
0.01,0.01,0.05369424819946289,"[50.84962554272323, 51.74401416487966]","[53.02289229899271, 56.21562908767352]","[54.33145467028518, 111.7902435157012]",False,True
0.01,0.02,0.10563945770263672,"[51.59310014337167, 53.26064714375633]","[54.56700792815251, 59.32718464331288]","[74.34746006484419, 151.66329788766686]",False,True
0.01,0.03,0.15759682655334473,"[52.48255672768188, 55.089191347929734]","[56.040393692123196, 62.40337435032518]","[88.94565843102109, 182.85442041734058]",False,True
0.01,0.04,0.20960164070129395,"[53.50889577913587, 57.17625654758375]","[57.614264354378406, 65.52452434587944]","[102.63390514539854, 208.7065199654015]",False,True
0.01,0.05,0.26058340072631836,"[54.621477694995384, 59.457789392133236]","[59.07182012514916, 68.58392884857035]","[111.25819158595156, 228.15328445494856]",False,True
0.01,0.060000000000000005,0.31267642974853516,"[55.83201510890861, 61.9073584113539]","[60.674182748207066, 71.70564394496274]","[121.05374139132198, 244.95690192206607]",False,True
0.01,0.07,0.36460232734680176,"[57.089710421652, 64.4743059599034]","[62.120514042909086, 74.7421073954219]","[125.76953127433919, 256.69475485495076]",False,True
0.01,0.08,0.4166545867919922,"[58.4218601257994, 67.15062312786655]","[63.75048722484378, 77.8559052958645]","[133.21497041473972, 267.6317167963142]",False,True
0.01,0.09,0.468583345413208,"[59.775975714281365, 69.89342758075372]","[65.19247454942649, 80.86466180939294]","[135.411558848197, 274.28044528871715]",False,True
0.01,0.09999999999999999,0.5206794738769531,"[61.19063589024607, 72.70723287163509]","[66.84932436121832, 83.96247414896331]","[141.46601759647044, 281.38052908813665]",False,True
0.01,0.10999999999999999,0.5726497173309326,"[62.611643087857445, 75.55381877446398]","[68.29573575990295, 86.94018732574509]","[142.10071976113716, 284.65859028288867]",False,True
0.01,0.11999999999999998,0.6257097721099854,"[64.08497377651211, 78.4459480521305]","[69.97838331314954, 90.01449623802498]","[147.3330688654673, 289.2129277666533]",False,True
0.01,0.12999999999999998,0.6780049800872803,"[65.5557960983321, 81.34866027620033]","[71.43920617168091, 92.95954831011694]","[147.08223218199763, 290.27122240698316]",False,True
0.01,0.13999999999999999,0.7307212352752686,"[67.07370508885813, 84.27967127506953]","[73.14551227076788, 96.00376463694812]","[151.79089905260346, 293.10109988691977]",False,True
0.01,0.15,0.7827272415161133,"[68.58511188323612, 87.20706353305327]","[74.63098905664164, 98.91669526181067]","[151.1406794377984, 292.73922579837335]",False,True
0.01,0.16,0.8347175121307373,"[70.13940912465864, 90.15078179074561]","[76.35697175465923, 101.92573386665426]","[155.42972414225136, 294.37182576923414]",False,True
0.01,0.17,0.8866372108459473,"[71.68668960001213, 93.08253999636771]","[77.87639159663422, 104.80967159531693]","[154.72804753534825, 293.1758205622102]",False,True
0.01,0.18000000000000002,0.9387531280517578,"[73.27229151245893, 96.02213570293006]","[79.6156293583658, 107.7806367720159]","[158.56019124467983, 293.9595706562346]",False,True
0.01,0.19000000000000003,0.9917566776275635,"[74.85272228091212, 98.94598822728135]","[81.17601528877742, 110.64152652832816]","[158.04307684531798, 292.38525243512925]",False,True
0.01,0.20000000000000004,1.0437138080596924,"[76.46552413578928, 101.87164429807405]","[82.9195119994403, 113.57436315843276]","[161.2801854877167, 292.5656070792691]",False,True
0.01,0.21000000000000005,1.0966598987579346,"[78.07624592365906, 104.78149382414611]","[84.52443385242776, 116.42080546866502]","[161.07217878697756, 290.98495260720637]",False,True
0.01,0.22000000000000006,1.1497044563293457,"[79.71103930223101, 107.68909174457914]","[86.2611382269276, 119.31872654291456]","[163.47933785719533, 290.7597920433038]",False,True
0.01,0.23000000000000007,1.2027361392974854,"[81.34576078910237, 110.58417331543409]","[87.90993668715664, 122.16132751975573]","[163.47214868713564, 289.50815708549356]",False,True
0.01,0.24000000000000007,1.254680871963501,"[82.9887241431461, 113.47599475606539]","[89.6279371236564, 125.03082850242642]","[164.29633540437294, 289.1821440631301]",False,True
0.01,0.25000000000000006,1.3068726062774658,"[84.61014440578977, 116.36792206983765]","[91.31566221440721, 127.88108746208961]","[162.14202626436713, 289.19273137722524]",False,True
0.01,0.26000000000000006,1.3598172664642334,"[86.13551932869193, 119.27867340529274]","[93.14522215891643, 130.63516068700966]","[152.5374922902157, 291.075133545509]",False,True
