delta_t,time_steps,timestamp,particle_position,user_goal,velocity,collision,success
0.01,0.0,0.0013928413391113281,"[53.53553384417385, 53.53553384417385]","[54.048, 54.048]","[353.5533844173846, 353.5533844173846]",False,True
0.01,0.01,0.05253887176513672,"[57.071067694378144, 57.071067694378144]","[58.02157359386992, 58.02157359386992]","[353.5533850204298, 353.5533850204298]",False,True
0.01,0.02,0.10303592681884766,"[60.60660154991135, 60.60660154991135]","[62.031431458420855, 62.031431458420855]","[353.5533855533209, 353.5533855533209]",False,True
0.01,0.03,0.15367603302001953,"[64.14213540985115, 64.14213540985115]","[66.04221825526774, 66.04221825526774]","[353.55338599397965, 353.55338599397965]",False,True
0.01,0.04,0.20607876777648926,"[67.67766927349557, 67.67766927349557]","[70.05393398440397, 70.05393398440397]","[353.55338636444236, 353.55338636444236]",False,True
0.01,0.05,0.257401704788208,"[71.21320314029799, 71.21320314029799]","[74.06657864581993, 74.06657864581993]","[353.5533866802429, 353.5533866802429]",False,True
0.01,0.060000000000000005,0.30823588371276855,"[74.74873700982447, 74.74873700982447]","[78.08015223950775, 78.08015223950775]","[353.55338695264686, 353.55338695264686]",False,True
0.01,0.07,0.36029887199401855,"[78.2842708817247, 78.2842708817247]","[82.09465476546087, 82.09465476546087]","[353.55338719002305, 353.55338719002305]",False,True
0.01,0.08,0.41190290451049805,"[81.81980475571189, 81.81980475571189]","[86.11008622367368, 86.11008622367368]","[353.5533873987185, 353.5533873987185]",False,True
0.01,0.09,0.46426868438720703,"[85.35533863154822, 85.35533863154822]","[90.12644661414139, 90.12644661414139]","[353.55338758363405, 353.55338758363405]",False,True
0.01,0.09999999999999999,0.516859769821167,"[88.89087250903437, 88.89087250903437]","[94.1437359368598, 94.1437359368598]","[353.55338774861406, 353.55338774861406]",False,True
0.01,0.10999999999999999,0.5690088272094727,"[92.42640638800154, 92.42640638800154]","[98.16195419182523, 98.16195419182523]","[353.5533878967168, 353.5533878967168]",False,True
0.01,0.11999999999999998,0.6214249134063721,"[95.9619402683056, 95.9619402683056]","[102.18110137903443, 102.18110137903443]","[353.5533880304053, 353.5533880304053]",False,True
0.01,0.12999999999999998,0.6729190349578857,"[99.49747414982245, 99.49747414982245]","[106.20117749848444, 106.20117749848444]","[353.5533881516856, 353.5533881516856]",False,True
0.01,0.13999999999999999,0.7260348796844482,"[103.03300803244453, 103.03300803244453]","[110.22218255017268, 110.22218255017268]","[353.55338826220805, 353.55338826220805]",False,True
0.01,0.15,0.7778768539428711,"[106.56854191607795, 106.56854191607795]","[114.24411653409673, 114.24411653409673]","[353.55338836334266, 353.55338836334266]",False,True
0.01,0.16,0.829967737197876,"[110.10407580064032, 110.10407580064032]","[118.26697945025445, 118.26697945025445]","[353.55338845623623, 353.55338845623623]",False,True
0.01,0.17,0.8827028274536133,"[113.63960968605888, 113.63960968605888]","[122.29077129864389, 122.29077129864389]","[353.5533885418563, 353.5533885418563]",False,True
0.01,0.18000000000000002,0.9349288940429688,"[117.17514357226912, 117.17514357226912]","[126.31549207926321, 126.31549207926321]","[353.55338862102445, 353.55338862102445]",False,True
