timestamp,particle_position,user_goal,velocity,collision,key_pressed
0.08490705490112305,"[50.0, 50.0]","[50.0, 50.0]","[0.0, 0.0]",False,
0.18813395500183105,"[50.0, 50.0]","[50.0, 50.0]","[0.0, 0.0]",False,
0.3261587619781494,"[50.0, 50.24975]","[50.0, 50.25]","[0.0, 5.0]",False,DOWN
0.42786574363708496,"[50.0, 50.749249999999996]","[50.0, 50.74975]","[0.0, 10.0]",False,DOWN
0.5418376922607422,"[50.24975, 51.49849999999999]","[50.25, 51.499249999999996]","[5.0, 15.0]",False,DOWN
0.6449699401855469,"[50.749249999999996, 52.497499999999995]","[50.74975, 52.49849999999999]","[10.0, 20.0]",False,DOWN
0.7481498718261719,"[51.49849999999999, 53.746249999999996]","[51.499249999999996, 53.747499999999995]","[15.0, 25.0]",False,DOWN
0.8523149490356445,"[52.497499999999995, 55.244749999999996]","[52.49849999999999, 55.246249999999996]","[20.0, 30.0]",False,DOWN
0.9574410915374756,"[53.746249999999996, 56.992999999999995]","[53.747499999999995, 56.994749999999996]","[25.0, 35.0]",False,DOWN
1.0627458095550537,"[55.244749999999996, 58.99099999999999]","[55.246249999999996, 58.992999999999995]","[30.0, 40.0]",False,DOWN
1.1676957607269287,"[56.992999999999995, 61.238749999999996]","[56.994749999999996, 61.24099999999999]","[35.0, 45.0]",False,DOWN
1.2731578350067139,"[58.99099999999999, 63.73625]","[58.992999999999995, 63.738749999999996]","[40.0, 50.0]",False,DOWN
1.378359079360962,"[61.238749999999996, 66.23375]","[61.24099999999999, 66.23625]","[45.0, 50.0]",False,DOWN
1.4835078716278076,"[63.73625, 68.73125]","[63.738749999999996, 68.73375]","[50.0, 50.0]",False,DOWN
1.5885660648345947,"[66.23375, 71.22875]","[66.23625, 71.23125]","[50.0, 50.0]",False,DOWN
1.6939659118652344,"[68.73125, 73.72625000000001]","[68.73375, 73.72875]","[50.0, 50.0]",False,DOWN
1.7987871170043945,"[71.22875, 76.22375000000001]","[71.23125, 76.22625000000001]","[50.0, 50.0]",False,DOWN
1.9028568267822266,"[73.72625000000001, 78.72125000000001]","[73.72875, 78.72375000000001]","[50.0, 50.0]",False,DOWN
2.0064198970794678,"[76.22375000000001, 81.21875000000001]","[76.22625000000001, 81.22125000000001]","[50.0, 50.0]",False,DOWN
2.1149399280548096,"[78.72125000000001, 83.71625000000002]","[78.72375000000001, 83.71875000000001]","[50.0, 50.0]",False,DOWN
2.219122886657715,"[81.21875000000001, 86.21375000000002]","[81.22125000000001, 86.21625000000002]","[50.0, 50.0]",False,DOWN
