timestamp,particle_position,user_goal,velocity,collision,key_pressed
0.0004611015319824219,"[50.0, 50.0]","[50.0, 50.0]","[0.0, 0.0]",False,
0.10227656364440918,"[50.0, 50.0]","[50.0, 50.0]","[0.0, 0.0]",False,
0.20333552360534668,"[50.0, 50.0]","[50.0, 50.0]","[0.0, 0.0]",False,
0.30524492263793945,"[50.0, 50.0]","[50.0, 50.0]","[0.0, 0.0]",False,
0.406217098236084,"[50.0, 50.0]","[50.0, 50.0]","[0.0, 0.0]",False,
0.5072653293609619,"[50.0, 50.0]","[50.0, 50.0]","[0.0, 0.0]",False,
0.6092953681945801,"[50.0, 50.0]","[50.0, 50.0]","[0.0, 0.0]",False,
0.7101955413818359,"[50.0, 50.0]","[50.0, 50.0]","[0.0, 0.0]",False,
0.811253547668457,"[50.0, 50.0]","[50.0, 50.0]","[0.0, 0.0]",False,
0.9142978191375732,"[50.0, 50.0]","[50.0, 50.0]","[0.0, 0.0]",False,
1.0162382125854492,"[50.0, 50.0]","[50.0, 50.0]","[0.0, 0.0]",False,
1.1185362339019775,"[50.0, 50.0]","[50.0, 50.0]","[0.0, 0.0]",False,
1.2219834327697754,"[50.0, 50.0]","[50.0, 50.0]","[0.0, 0.0]",False,
1.3257369995117188,"[50.0, 50.0]","[50.0, 50.0]","[0.0, 0.0]",False,
1.4262421131134033,"[50.0, 50.0]","[50.0, 50.0]","[0.0, 0.0]",False,
1.5278754234313965,"[50.0, 50.0]","[50.0, 50.0]","[0.0, 0.0]",False,
1.6308391094207764,"[50.0, 50.0]","[50.0, 50.0]","[0.0, 0.0]",False,
1.7354841232299805,"[50.0, 50.0]","[50.0, 50.0]","[0.0, 0.0]",False,
1.8398158550262451,"[50.0, 50.0]","[50.0, 50.0]","[0.0, 0.0]",False,
1.9438440799713135,"[50.0, 50.0]","[50.0, 50.0]","[0.0, 0.0]",False,
2.046555757522583,"[50.0, 50.0]","[50.0, 50.0]","[0.0, 0.0]",False,
2.148813009262085,"[50.0, 50.0]","[50.0, 50.0]","[0.0, 0.0]",False,
2.2518389225006104,"[50.0, 50.0]","[50.0, 50.0]","[0.0, 0.0]",False,
2.355815887451172,"[50.0, 50.0]","[50.0, 50.0]","[0.0, 0.0]",False,
2.457796812057495,"[50.0, 50.0]","[50.0, 50.0]","[0.0, 0.0]",False,
2.561774730682373,"[50.0, 50.0]","[50.0, 50.0]","[0.0, 0.0]",False,
2.664766311645508,"[50.0, 50.0]","[50.0, 50.0]","[0.0, 0.0]",False,
2.768172264099121,"[50.0, 50.0]","[50.0, 50.0]","[0.0, 0.0]",False,
2.870745897293091,"[50.0, 50.0]","[50.0, 50.0]","[0.0, 0.0]",False,
2.9747743606567383,"[50.24975, 50.0]","[50.25, 50.0]","[5.0, 0.0]",False,RIGHT
3.0787851810455322,"[50.749249999999996, 50.0]","[50.74975, 50.0]","[10.0, 0.0]",False,RIGHT
3.1828365325927734,"[51.49849999999999, 50.24975]","[51.499249999999996, 50.25]","[15.0, 5.0]",False,DOWN
3.2867259979248047,"[52.497499999999995, 50.749249999999996]","[52.49849999999999, 50.74975]","[20.0, 10.0]",False,DOWN
3.390054702758789,"[53.746249999999996, 51.49849999999999]","[53.747499999999995, 51.499249999999996]","[25.0, 15.0]",False,DOWN
3.4937760829925537,"[55.244749999999996, 52.497499999999995]","[55.246249999999996, 52.49849999999999]","[30.0, 20.0]",False,DOWN
3.5977089405059814,"[56.992999999999995, 53.746249999999996]","[56.994749999999996, 53.747499999999995]","[35.0, 25.0]",False,DOWN
3.7009451389312744,"[58.99099999999999, 55.244749999999996]","[58.992999999999995, 55.246249999999996]","[40.0, 30.0]",False,DOWN
3.8047382831573486,"[61.238749999999996, 56.992999999999995]","[61.24099999999999, 56.994749999999996]","[45.0, 35.0]",False,DOWN
3.908958673477173,"[63.73625, 58.99099999999999]","[63.738749999999996, 58.992999999999995]","[50.0, 40.0]",False,DOWN
4.012876510620117,"[66.48349999999999, 61.238749999999996]","[66.48625, 61.24099999999999]","[55.0, 45.0]",False,DOWN
4.1168694496154785,"[69.48049999999999, 63.73625]","[69.48349999999999, 63.738749999999996]","[60.0, 50.0]",False,DOWN
4.221428394317627,"[72.72725, 66.48349999999999]","[72.73049999999999, 66.48625]","[65.0, 55.0]",False,DOWN
4.324926853179932,"[76.22375, 69.48049999999999]","[76.22725, 69.48349999999999]","[70.0, 60.0]",False,DOWN
4.427873134613037,"[79.97, 72.72725]","[79.97375, 72.73049999999999]","[75.0, 65.0]",False,DOWN
4.531949043273926,"[83.966, 76.22375]","[83.97, 76.22725]","[80.0, 70.0]",False,DOWN
4.636228084564209,"[88.21175, 79.72025]","[88.216, 79.72375]","[85.0, 70.0]",False,RIGHT
4.739806175231934,"[92.70724999999999, 83.21674999999999]","[92.71175, 83.22025]","[90.0, 70.0]",False,RIGHT
4.84532356262207,"[97.45249999999999, 86.4635]","[97.45724999999999, 86.46674999999999]","[95.0, 65.0]",False,UP
4.948767423629761,"[102.44749999999999, 89.4605]","[102.45249999999999, 89.4635]","[100.0, 60.0]",False,UP
