timestamp,particle_position,user_goal,velocity,collision,key_pressed
0.018306970596313477,"[50.00000000000004, 50.0000000000001]","[50.0, 50.0]","[0.0, 0.0]",False,
0.09225034713745117,"[50.00000000000007, 50.000000000000185]","[50.00000000000004, 50.0000000000001]","[0.0, 0.0]",False,
0.1634836196899414,"[50.00000000000014, 50.00000000000027]","[50.00000000000007, 50.000000000000185]","[0.0, 0.0]",False,
0.23672223091125488,"[50.0000000000002, 50.00000000000038]","[50.00000000000014, 50.00000000000027]","[0.0, 0.0]",False,
0.3035416603088379,"[50.000000000000256, 50.00000000000046]","[50.0000000000002, 50.00000000000038]","[0.0, 0.0]",False,
0.37814760208129883,"[50.00000000000028, 50.00000000000055]","[50.000000000000256, 50.00000000000046]","[0.0, 0.0]",False,
0.45331716537475586,"[50.00000000000031, 50.00000000000064]","[50.00000000000028, 50.00000000000055]","[0.0, 0.0]",False,
0.5280001163482666,"[50.000000000000355, 50.000000000000725]","[50.00000000000031, 50.00000000000064]","[0.0, 0.0]",False,
0.6022286415100098,"[50.000000000000405, 50.00000000000082]","[50.000000000000355, 50.000000000000725]","[0.0, 0.0]",False,
0.6703314781188965,"[50.00000000000045, 50.000000000000895]","[50.000000000000405, 50.00000000000082]","[0.0, 0.0]",False,
0.7378153800964355,"[50.00000000000052, 50.00000000000099]","[50.00000000000045, 50.000000000000895]","[0.0, 0.0]",False,
0.8047256469726562,"[50.000000000000554, 50.00000000000108]","[50.00000000000052, 50.00000000000099]","[0.0, 0.0]",False,
0.8723657131195068,"[50.00000000000062, 50.0000000000012]","[50.000000000000554, 50.00000000000108]","[0.0, 0.0]",False,
0.9403741359710693,"[50.00000000000065, 50.00000000000134]","[50.00000000000062, 50.0000000000012]","[0.0, 0.0]",False,
1.006075143814087,"[50.000000000000725, 50.00000000000145]","[50.00000000000065, 50.00000000000134]","[0.0, 0.0]",False,
1.1044158935546875,"[50.000000000000774, 50.000000000001556]","[50.000000000000725, 50.00000000000145]","[0.0, 0.0]",False,
1.1714344024658203,"[50.00000000000081, 50.00000000000167]","[50.000000000000774, 50.000000000001556]","[0.0, 0.0]",False,
1.2464606761932373,"[50.00000000000087, 50.00000000000179]","[50.00000000000081, 50.00000000000167]","[0.0, 0.0]",False,
1.3125321865081787,"[50.000000000000924, 50.00000000000191]","[50.00000000000087, 50.00000000000179]","[0.0, 0.0]",False,
1.379605770111084,"[50.00000000000097, 50.000000000002004]","[50.000000000000924, 50.00000000000191]","[0.0, 0.0]",False,
1.4538583755493164,"[50.000000000001, 50.0000000000021]","[50.00000000000097, 50.000000000002004]","[0.0, 0.0]",False,
1.5290839672088623,"[50.000000000001044, 50.000000000002174]","[50.000000000001, 50.0000000000021]","[0.0, 0.0]",False,
1.5969607830047607,"[50.000000000001094, 50.00000000000226]","[50.000000000001044, 50.000000000002174]","[0.0, 0.0]",False,
1.6773793697357178,"[50.00000000000116, 50.000000000002345]","[50.000000000001094, 50.00000000000226]","[0.0, 0.0]",False,
1.744781732559204,"[50.000000000001236, 50.00000000000241]","[50.00000000000116, 50.000000000002345]","[0.0, 0.0]",False,
1.8129844665527344,"[50.00000000000131, 50.00000000000248]","[50.000000000001236, 50.00000000000241]","[0.0, 0.0]",False,
1.879631519317627,"[50.00000000000139, 50.00000000000258]","[50.00000000000131, 50.00000000000248]","[0.0, 0.0]",False,
