delta_t,time_steps,timestamp,particle_position,user_goal,velocity,collision,key_pressed,success
0.01,0.0,0.0002040863037109375,"[49.95, 50.0]","[49.95, 50.0]","[-5.0, 0.0]",False,LEFT,True
0.01,0.01,0.0510408878326416,"[49.85, 50.0]","[49.85, 50.0]","[-10.0, 0.0]",False,LEFT,True
0.01,0.02,0.10126709938049316,"[49.7, 50.0]","[49.7, 50.0]","[-15.0, 0.0]",False,LEFT,True
0.01,0.03,0.15215706825256348,"[49.5, 50.0]","[49.5, 50.0]","[-20.0, 0.0]",False,LEFT,True
0.01,0.04,0.20389223098754883,"[49.25, 50.0]","[49.25, 50.0]","[-25.0, 0.0]",False,LEFT,True
0.01,0.05,0.2572181224822998,"[48.95, 50.0]","[48.95, 50.0]","[-30.0, 0.0]",False,LEFT,True
0.01,0.060000000000000005,0.3092341423034668,"[48.6, 50.0]","[48.6, 50.0]","[-35.0, 0.0]",False,LEFT,True
0.01,0.07,0.36034703254699707,"[48.2, 50.0]","[48.2, 50.0]","[-40.0, 0.0]",False,LEFT,True
0.01,0.08,0.41237330436706543,"[48.2, 50.0]","[48.2, 50.0]","[-0.0, 0.0]",False,,True
0.01,0.09,0.46467113494873047,"[48.2, 50.0]","[48.2, 50.0]","[-0.0, 0.0]",False,,True
0.01,0.09999999999999999,0.517437219619751,"[48.2, 50.0]","[48.2, 50.0]","[-0.0, 0.0]",False,,True
0.01,0.10999999999999999,0.5695972442626953,"[48.2, 50.05]","[48.2, 50.05]","[-0.0, 5.0]",False,DOWN,True
0.01,0.11999999999999998,0.6213741302490234,"[48.2, 50.15]","[48.2, 50.15]","[-0.0, 10.0]",False,DOWN,True
0.01,0.12999999999999998,0.673954963684082,"[48.2, 50.3]","[48.2, 50.3]","[-0.0, 15.0]",False,DOWN,True
0.01,0.13999999999999999,0.726527214050293,"[48.2, 50.5]","[48.2, 50.5]","[-0.0, 20.0]",False,DOWN,True
0.01,0.15,0.7824423313140869,"[48.25, 50.75]","[48.25, 50.75]","[5.0, 25.0]",False,DOWN,True
0.01,0.16,0.8337681293487549,"[48.35, 51.05]","[48.35, 51.05]","[10.0, 30.0]",False,DOWN,True
0.01,0.17,0.8857531547546387,"[48.5, 51.4]","[48.5, 51.4]","[15.0, 35.0]",False,DOWN,True
0.01,0.18000000000000002,0.9394810199737549,"[48.7, 51.8]","[48.7, 51.8]","[20.0, 40.0]",False,DOWN,True
0.01,0.19000000000000003,0.9904460906982422,"[48.95, 52.25]","[48.95, 52.25]","[25.0, 45.0]",False,DOWN,True
0.01,0.20000000000000004,1.0428693294525146,"[49.25, 52.75]","[49.25, 52.75]","[30.0, 50.0]",False,DOWN,True
0.01,0.21000000000000005,1.0945980548858643,"[49.6, 53.3]","[49.6, 53.3]","[35.0, 55.0]",False,DOWN,True
0.01,0.22000000000000006,1.1472361087799072,"[50.0, 53.9]","[50.0, 53.9]","[40.0, 60.0]",False,DOWN,True
0.01,0.23000000000000007,1.1982839107513428,"[50.45, 54.55]","[50.45, 54.55]","[45.0, 65.0]",False,DOWN,True
0.01,0.24000000000000007,1.2494580745697021,"[50.95, 55.25]","[50.95, 55.25]","[50.0, 70.0]",False,DOWN,True
0.01,0.25000000000000006,1.30299711227417,"[51.5, 56.0]","[51.5, 56.0]","[55.0, 75.0]",False,DOWN,True
0.01,0.26000000000000006,1.3542141914367676,"[52.1, 56.8]","[52.1, 56.8]","[60.0, 80.0]",False,DOWN,True
0.01,0.2700000000000001,1.4087331295013428,"[52.75, 57.65]","[52.75, 57.65]","[65.0, 85.0]",False,DOWN,True
0.01,0.2800000000000001,1.4619731903076172,"[53.45, 58.55]","[53.45, 58.55]","[70.0, 90.0]",False,DOWN,True
0.01,0.2900000000000001,1.5136640071868896,"[54.2, 59.5]","[54.2, 59.5]","[75.0, 95.0]",False,DOWN,True
0.01,0.3000000000000001,1.567345142364502,"[55.0, 60.5]","[55.0, 60.5]","[80.0, 100.0]",False,DOWN,True
0.01,0.3100000000000001,1.6234569549560547,"[55.85, 61.55]","[55.85, 61.55]","[85.0, 105.0]",False,DOWN,True
0.01,0.3200000000000001,1.6741459369659424,"[56.75, 62.65]","[56.75, 62.65]","[90.0, 110.0]",False,DOWN,True
0.01,0.3300000000000001,1.7271640300750732,"[57.7, 63.8]","[57.7, 63.8]","[95.0, 115.0]",False,DOWN,True
0.01,0.34000000000000014,1.7788472175598145,"[58.7, 65.0]","[58.7, 65.0]","[100.0, 120.0]",False,DOWN,True
0.01,0.35000000000000014,1.8301870822906494,"[59.75, 66.25]","[59.75, 66.25]","[105.0, 125.0]",False,DOWN,True
0.01,0.36000000000000015,1.8830311298370361,"[60.85, 67.55]","[60.85, 67.55]","[110.0, 130.0]",False,DOWN,True
0.01,0.37000000000000016,1.9344580173492432,"[62.0, 68.89999999999999]","[62.0, 68.89999999999999]","[115.0, 135.0]",False,DOWN,True
0.01,0.38000000000000017,1.987152099609375,"[63.2, 70.3]","[63.2, 70.3]","[120.0, 140.0]",False,DOWN,True
0.01,0.3900000000000002,2.0431060791015625,"[64.45, 71.75]","[64.45, 71.75]","[125.0, 145.0]",False,DOWN,True
0.01,0.4000000000000002,2.093344211578369,"[65.75, 73.25]","[65.75, 73.25]","[130.0, 150.0]",False,DOWN,True
0.01,0.4100000000000002,2.145907163619995,"[67.1, 74.8]","[67.1, 74.8]","[135.0, 155.0]",False,DOWN,True
0.01,0.4200000000000002,2.1979780197143555,"[68.5, 76.39999999999999]","[68.5, 76.39999999999999]","[140.0, 160.0]",False,DOWN,True
0.01,0.4300000000000002,2.2491910457611084,"[69.95, 78.05]","[69.95, 78.05]","[145.0, 165.0]",False,DOWN,True
0.01,0.4400000000000002,2.301604986190796,"[71.45, 79.75]","[71.45, 79.75]","[150.0, 170.0]",False,DOWN,True
0.01,0.45000000000000023,2.3528690338134766,"[73.0, 81.5]","[73.0, 81.5]","[155.0, 175.0]",False,DOWN,True
0.01,0.46000000000000024,2.407555103302002,"[74.6, 83.3]","[74.6, 83.3]","[160.0, 180.0]",False,DOWN,True
0.01,0.47000000000000025,2.463658332824707,"[76.25, 85.14999999999999]","[76.25, 85.14999999999999]","[165.0, 185.0]",False,DOWN,True
0.01,0.48000000000000026,2.514230966567993,"[77.95, 87.05]","[77.95, 87.05]","[170.0, 190.0]",False,DOWN,True
0.01,0.49000000000000027,2.567207098007202,"[79.7, 89.0]","[79.7, 89.0]","[175.0, 195.0]",False,DOWN,True
0.01,0.5000000000000002,2.6200742721557617,"[81.5, 91.0]","[81.5, 91.0]","[180.0, 200.0]",False,DOWN,True
0.01,0.5100000000000002,2.671217203140259,"[83.35, 93.05]","[83.35, 93.05]","[185.0, 205.0]",False,DOWN,True
0.01,0.5200000000000002,2.726030111312866,"[85.25, 95.14999999999999]","[85.25, 95.14999999999999]","[190.0, 210.0]",False,DOWN,True
0.01,0.5300000000000002,2.7774271965026855,"[87.2, 97.3]","[87.2, 97.3]","[195.0, 215.0]",False,DOWN,True
0.01,0.5400000000000003,2.8304460048675537,"[89.2, 99.5]","[89.2, 99.5]","[200.0, 220.0]",False,DOWN,True
0.01,0.5500000000000003,2.88486909866333,"[91.25, 101.75]","[91.25, 101.75]","[205.0, 225.0]",False,DOWN,True
0.01,0.5600000000000003,2.9351589679718018,"[93.35, 104.05]","[93.35, 104.05]","[210.0, 230.0]",False,DOWN,True
0.01,0.5700000000000003,2.988124132156372,"[95.5, 106.39999999999999]","[95.5, 106.39999999999999]","[215.0, 235.0]",False,DOWN,True
0.01,0.5800000000000003,3.0398199558258057,"[97.7, 108.8]","[97.7, 108.8]","[220.0, 240.0]",False,DOWN,True
0.01,0.5900000000000003,3.091202974319458,"[99.95, 111.25]","[99.95, 111.25]","[225.0, 245.0]",False,DOWN,True
0.01,0.6000000000000003,3.146937131881714,"[102.25, 113.75]","[102.25, 113.75]","[230.0, 250.0]",False,DOWN,True
0.01,0.6100000000000003,3.200076103210449,"[104.6, 116.3]","[104.6, 116.3]","[235.0, 255.0]",False,DOWN,True
0.01,0.6200000000000003,3.2514290809631348,"[107.0, 118.89999999999999]","[107.0, 118.89999999999999]","[240.0, 260.0]",False,DOWN,True
0.01,0.6300000000000003,3.3056840896606445,"[109.45, 121.55]","[109.45, 121.55]","[245.0, 265.0]",False,DOWN,True
0.01,0.6400000000000003,3.3561582565307617,"[111.95, 124.25]","[111.95, 124.25]","[250.0, 270.0]",False,DOWN,True
