delta_t,time_steps,timestamp,particle_position,user_goal,velocity,collision,key_pressed,success
0.01,0.0,0.00045180320739746094,"[50.05, 50.0]","[50.05, 50.0]","[5.0, 0.0]",False,RIGHT,True
0.01,0.01,0.05274081230163574,"[50.15, 50.0]","[50.15, 50.0]","[10.0, 0.0]",False,RIGHT,True
0.01,0.02,0.10789895057678223,"[50.3, 50.0]","[50.3, 50.0]","[15.0, 0.0]",False,RIGHT,True
0.01,0.03,0.15870213508605957,"[50.5, 50.0]","[50.5, 50.0]","[20.0, 0.0]",False,RIGHT,True
0.01,0.04,0.21248388290405273,"[50.75, 50.0]","[50.75, 50.0]","[25.0, 0.0]",False,RIGHT,True
0.01,0.05,0.2648909091949463,"[50.75, 50.0]","[50.75, 50.0]","[0.0, 0.0]",False,,True
0.01,0.060000000000000005,0.3162839412689209,"[50.75, 50.0]","[50.75, 50.0]","[0.0, 0.0]",False,,True
0.01,0.07,0.36749911308288574,"[50.75, 50.0]","[50.75, 50.0]","[0.0, 0.0]",False,,True
0.01,0.08,0.42024803161621094,"[50.75, 50.0]","[50.75, 50.0]","[0.0, 0.0]",False,,True
0.01,0.09,0.4719998836517334,"[50.75, 50.0]","[50.75, 50.0]","[0.0, 0.0]",False,,True
0.01,0.09999999999999999,0.5248899459838867,"[50.75, 50.0]","[50.75, 50.0]","[0.0, 0.0]",False,,True
0.01,0.10999999999999999,0.5764369964599609,"[50.75, 50.0]","[50.75, 50.0]","[0.0, 0.0]",False,,True
0.01,0.11999999999999998,0.6285309791564941,"[50.75, 50.0]","[50.75, 50.0]","[0.0, 0.0]",False,,True
0.01,0.12999999999999998,0.6804118156433105,"[50.75, 50.0]","[50.75, 50.0]","[0.0, 0.0]",False,,True
0.01,0.13999999999999999,0.7348389625549316,"[50.8, 50.0]","[50.8, 50.0]","[5.0, 0.0]",False,RIGHT,True
0.01,0.15,0.7855639457702637,"[50.9, 50.0]","[50.9, 50.0]","[10.0, 0.0]",False,RIGHT,True
0.01,0.16,0.8380389213562012,"[51.05, 50.0]","[51.05, 50.0]","[15.0, 0.0]",False,RIGHT,True
0.01,0.17,0.8902850151062012,"[51.25, 50.0]","[51.25, 50.0]","[20.0, 0.0]",False,RIGHT,True
0.01,0.18000000000000002,0.941399097442627,"[51.5, 50.0]","[51.5, 50.0]","[25.0, 0.0]",False,RIGHT,True
0.01,0.19000000000000003,0.992297887802124,"[51.8, 50.0]","[51.8, 50.0]","[30.0, 0.0]",False,RIGHT,True
0.01,0.20000000000000004,1.0437109470367432,"[52.15, 50.0]","[52.15, 50.0]","[35.0, 0.0]",False,RIGHT,True
0.01,0.21000000000000005,1.0954718589782715,"[52.55, 50.0]","[52.55, 50.0]","[40.0, 0.0]",False,RIGHT,True
0.01,0.22000000000000006,1.1480178833007812,"[53.0, 50.05]","[53.0, 50.05]","[45.0, 5.0]",False,DOWN,True
0.01,0.23000000000000007,1.2001500129699707,"[53.5, 50.15]","[53.5, 50.15]","[50.0, 10.0]",False,DOWN,True
0.01,0.24000000000000007,1.2521018981933594,"[54.05, 50.3]","[54.05, 50.3]","[55.0, 15.0]",False,DOWN,True
0.01,0.25000000000000006,1.3033208847045898,"[54.65, 50.5]","[54.65, 50.5]","[60.0, 20.0]",False,DOWN,True
0.01,0.26000000000000006,1.3541529178619385,"[55.3, 50.75]","[55.3, 50.75]","[65.0, 25.0]",False,DOWN,True
0.01,0.2700000000000001,1.4063670635223389,"[56.0, 51.05]","[56.0, 51.05]","[70.0, 30.0]",False,DOWN,True
0.01,0.2800000000000001,1.4591670036315918,"[56.75, 51.4]","[56.75, 51.4]","[75.0, 35.0]",False,DOWN,True
0.01,0.2900000000000001,1.5103130340576172,"[57.55, 51.8]","[57.55, 51.8]","[80.0, 40.0]",False,DOWN,True
0.01,0.3000000000000001,1.5612428188323975,"[58.4, 52.25]","[58.4, 52.25]","[85.0, 45.0]",False,DOWN,True
0.01,0.3100000000000001,1.6127607822418213,"[59.3, 52.75]","[59.3, 52.75]","[90.0, 50.0]",False,DOWN,True
0.01,0.3200000000000001,1.6667311191558838,"[60.25, 53.3]","[60.25, 53.3]","[95.0, 55.0]",False,DOWN,True
0.01,0.3300000000000001,1.7193639278411865,"[61.25, 53.9]","[61.25, 53.9]","[100.0, 60.0]",False,DOWN,True
0.01,0.34000000000000014,1.7703540325164795,"[62.3, 54.55]","[62.3, 54.55]","[105.0, 65.0]",False,DOWN,True
0.01,0.35000000000000014,1.8234889507293701,"[63.4, 55.25]","[63.4, 55.25]","[110.0, 70.0]",False,DOWN,True
0.01,0.36000000000000015,1.876814842224121,"[64.55, 56.0]","[64.55, 56.0]","[115.0, 75.0]",False,DOWN,True
0.01,0.37000000000000016,1.928391933441162,"[65.75, 56.8]","[65.75, 56.8]","[120.0, 80.0]",False,DOWN,True
0.01,0.38000000000000017,1.9839608669281006,"[67.0, 57.65]","[67.0, 57.65]","[125.0, 85.0]",False,DOWN,True
0.01,0.3900000000000002,2.037360906600952,"[68.3, 58.55]","[68.3, 58.55]","[130.0, 90.0]",False,DOWN,True
0.01,0.4000000000000002,2.089244842529297,"[69.64999999999999, 59.5]","[69.64999999999999, 59.5]","[135.0, 95.0]",False,DOWN,True
0.01,0.4100000000000002,2.1443378925323486,"[71.05, 60.5]","[71.05, 60.5]","[140.0, 100.0]",False,DOWN,True
0.01,0.4200000000000002,2.2007269859313965,"[72.5, 61.55]","[72.5, 61.55]","[145.0, 105.0]",False,DOWN,True
0.01,0.4300000000000002,2.2528231143951416,"[74.0, 62.65]","[74.0, 62.65]","[150.0, 110.0]",False,DOWN,True
0.01,0.4400000000000002,2.306769847869873,"[75.55, 63.8]","[75.55, 63.8]","[155.0, 115.0]",False,DOWN,True
0.01,0.45000000000000023,2.358388900756836,"[77.14999999999999, 65.0]","[77.14999999999999, 65.0]","[160.0, 120.0]",False,DOWN,True
0.01,0.46000000000000024,2.410364866256714,"[78.8, 66.25]","[78.8, 66.25]","[165.0, 125.0]",False,DOWN,True
0.01,0.47000000000000025,2.4639627933502197,"[80.5, 67.55]","[80.5, 67.55]","[170.0, 130.0]",False,DOWN,True
0.01,0.48000000000000026,2.5160038471221924,"[82.25, 68.89999999999999]","[82.25, 68.89999999999999]","[175.0, 135.0]",False,DOWN,True
0.01,0.49000000000000027,2.5688929557800293,"[84.05, 70.3]","[84.05, 70.3]","[180.0, 140.0]",False,DOWN,True
0.01,0.5000000000000002,2.6256039142608643,"[85.89999999999999, 71.75]","[85.89999999999999, 71.75]","[185.0, 145.0]",False,DOWN,True
0.01,0.5100000000000002,2.677427053451538,"[87.8, 73.25]","[87.8, 73.25]","[190.0, 150.0]",False,DOWN,True
0.01,0.5200000000000002,2.7303690910339355,"[89.75, 74.8]","[89.75, 74.8]","[195.0, 155.0]",False,DOWN,True
0.01,0.5300000000000002,2.7841598987579346,"[91.75, 76.39999999999999]","[91.75, 76.39999999999999]","[200.0, 160.0]",False,DOWN,True
0.01,0.5400000000000003,2.835352897644043,"[93.8, 78.05]","[93.8, 78.05]","[205.0, 165.0]",False,DOWN,True
0.01,0.5500000000000003,2.89003586769104,"[95.8, 79.75]","[95.8, 79.75]","[200.0, 170.0]",False,DOWN,True
0.01,0.5600000000000003,2.941316843032837,"[97.75, 81.5]","[97.75, 81.5]","[195.0, 175.0]",False,DOWN,True
0.01,0.5700000000000003,2.99224591255188,"[99.65, 83.3]","[99.65, 83.3]","[190.0, 180.0]",False,DOWN,True
0.01,0.5800000000000003,3.0434060096740723,"[101.5, 85.14999999999999]","[101.5, 85.14999999999999]","[185.0, 185.0]",False,DOWN,True
0.01,0.5900000000000003,3.094881057739258,"[103.3, 87.05]","[103.3, 87.05]","[180.0, 190.0]",False,DOWN,True
0.01,0.6000000000000003,3.147657871246338,"[105.05, 89.0]","[105.05, 89.0]","[175.0, 195.0]",False,DOWN,True
0.01,0.6100000000000003,3.1982290744781494,"[106.75, 91.0]","[106.75, 91.0]","[170.0, 200.0]",False,DOWN,True
0.01,0.6200000000000003,3.2494359016418457,"[108.4, 93.05]","[108.4, 93.05]","[165.0, 205.0]",False,DOWN,True
0.01,0.6300000000000003,3.3011131286621094,"[110.0, 95.14999999999999]","[110.0, 95.14999999999999]","[160.0, 210.0]",False,DOWN,True
0.01,0.6400000000000003,3.3532888889312744,"[111.55, 97.3]","[111.55, 97.3]","[155.0, 215.0]",False,DOWN,True
0.01,0.6500000000000004,3.4069900512695312,"[113.05, 99.5]","[113.05, 99.5]","[150.0, 220.0]",False,DOWN,True
0.01,0.6600000000000004,3.4598090648651123,"[114.5, 101.75]","[114.5, 101.75]","[145.0, 225.0]",False,DOWN,True
0.01,0.6700000000000004,3.5105679035186768,"[115.9, 104.05]","[115.9, 104.05]","[140.0, 230.0]",False,DOWN,True
0.01,0.6800000000000004,3.5638818740844727,"[117.25, 106.39999999999999]","[117.25, 106.39999999999999]","[135.0, 235.0]",False,DOWN,True
0.01,0.6900000000000004,3.616117000579834,"[118.55, 108.8]","[118.55, 108.8]","[130.0, 240.0]",False,DOWN,True
0.01,0.7000000000000004,3.6683390140533447,"[119.8, 111.25]","[119.8, 111.25]","[125.0, 245.0]",False,DOWN,True
0.01,0.7100000000000004,3.7216761112213135,"[121.0, 113.7]","[121.0, 113.7]","[120.0, 245.0]",False,LEFT,True
0.01,0.7200000000000004,3.7722318172454834,"[122.15, 116.15]","[122.15, 116.15]","[115.0, 245.0]",False,LEFT,True
0.01,0.7300000000000004,3.8257439136505127,"[123.25, 118.60000000000001]","[123.25, 118.60000000000001]","[110.0, 245.0]",False,LEFT,True
0.01,0.7400000000000004,3.878174066543579,"[124.3, 121.05000000000001]","[124.3, 121.05000000000001]","[105.0, 245.0]",False,LEFT,True
0.01,0.7500000000000004,3.9292678833007812,"[125.3, 123.50000000000001]","[125.3, 123.50000000000001]","[100.0, 245.0]",False,LEFT,True
0.01,0.7600000000000005,3.981901168823242,"[126.25, 125.95000000000002]","[126.25, 125.95000000000002]","[95.0, 245.0]",False,LEFT,True
0.01,0.7700000000000005,4.034312009811401,"[127.15, 128.4]","[127.15, 128.4]","[90.0, 245.0]",False,LEFT,True
0.01,0.7800000000000005,4.088458061218262,"[128.0, 130.9]","[128.0, 130.9]","[85.0, 250.0]",False,DOWN,True
0.01,0.7900000000000005,4.139246940612793,"[128.8, 133.45000000000002]","[128.8, 133.45000000000002]","[80.0, 255.0]",False,DOWN,True
0.01,0.8000000000000005,4.190326929092407,"[129.55, 136.05]","[129.55, 136.05]","[75.0, 260.0]",False,DOWN,True
0.01,0.8100000000000005,4.242131948471069,"[130.25, 138.70000000000002]","[130.25, 138.70000000000002]","[70.0, 265.0]",False,DOWN,True
0.01,0.8200000000000005,4.294796943664551,"[130.9, 141.4]","[130.9, 141.4]","[65.0, 270.0]",False,DOWN,True
0.01,0.8300000000000005,4.347455024719238,"[131.5, 144.15]","[131.5, 144.15]","[60.0, 275.0]",False,DOWN,True
0.01,0.8400000000000005,4.398518085479736,"[132.05, 146.95000000000002]","[132.05, 146.95000000000002]","[55.0, 280.0]",False,DOWN,True
0.01,0.8500000000000005,4.450608968734741,"[132.55, 149.8]","[132.55, 149.8]","[50.0, 285.0]",False,DOWN,True
0.01,0.8600000000000005,4.503580808639526,"[133.0, 152.70000000000002]","[133.0, 152.70000000000002]","[45.0, 290.0]",False,DOWN,True
0.01,0.8700000000000006,4.555912971496582,"[133.4, 155.65]","[133.4, 155.65]","[40.0, 295.0]",False,DOWN,True
0.01,0.8800000000000006,4.605931997299194,"[133.75, 158.65]","[133.75, 158.65]","[35.0, 300.0]",False,DOWN,True
0.01,0.8900000000000006,4.658862113952637,"[134.05, 161.70000000000002]","[134.05, 161.70000000000002]","[30.0, 305.0]",False,DOWN,True
0.01,0.9000000000000006,4.711848020553589,"[134.3, 164.8]","[134.3, 164.8]","[25.0, 310.0]",False,DOWN,True
0.01,0.9100000000000006,4.763304948806763,"[134.5, 167.95000000000002]","[134.5, 167.95000000000002]","[20.0, 315.0]",False,DOWN,True
0.01,0.9200000000000006,4.81493616104126,"[134.65, 171.15]","[134.65, 171.15]","[15.0, 320.0]",False,DOWN,True
0.01,0.9300000000000006,4.867258787155151,"[134.75, 174.4]","[134.75, 174.4]","[10.0, 325.0]",False,DOWN,True
0.01,0.9400000000000006,4.920906066894531,"[134.8, 177.70000000000002]","[134.8, 177.70000000000002]","[5.0, 330.0]",False,DOWN,True
0.01,0.9500000000000006,4.973015069961548,"[134.8, 181.05]","[134.8, 181.05]","[0.0, 335.0]",False,DOWN,True
0.01,0.9600000000000006,5.024760007858276,"[134.75, 184.45000000000002]","[134.75, 184.45000000000002]","[-5.0, 340.0]",False,DOWN,True
0.01,0.9700000000000006,5.076282978057861,"[134.65, 187.9]","[134.65, 187.9]","[-10.0, 345.0]",False,DOWN,True
0.01,0.9800000000000006,5.1272499561309814,"[134.5, 191.4]","[134.5, 191.4]","[-15.0, 350.0]",False,DOWN,True
0.01,0.9900000000000007,5.180406093597412,"[134.3, 194.95000000000002]","[134.3, 194.95000000000002]","[-20.0, 355.0]",False,DOWN,True
0.01,1.0000000000000007,5.237407922744751,"[134.05, 198.55]","[134.05, 198.55]","[-25.0, 360.0]",False,DOWN,True
0.01,1.0100000000000007,5.289175033569336,"[133.75, 202.20000000000002]","[133.75, 202.20000000000002]","[-30.0, 365.0]",False,DOWN,True
0.01,1.0200000000000007,5.342967987060547,"[133.4, 205.9]","[133.4, 205.9]","[-35.0, 370.0]",False,DOWN,True
0.01,1.0300000000000007,5.395216941833496,"[133.0, 209.65]","[133.0, 209.65]","[-40.0, 375.0]",False,DOWN,True
0.01,1.0400000000000007,5.446600914001465,"[132.54914548176686, 213.449498892784]","[132.55, 213.45000000000002]","[-45.0, 380.0]",False,DOWN,True
0.01,1.0500000000000007,5.500020980834961,"[132.04678255985868, 217.29827403214676]","[132.04914548176686, 217.299498892784]","[-50.0, 385.0]",False,DOWN,True
0.01,1.0600000000000007,5.552156925201416,"[131.49240284059636, 221.1963025946598]","[131.49678255985867, 221.19827403214677]","[-55.0, 390.0]",False,DOWN,True
0.01,1.0700000000000007,5.603847980499268,"[130.88562872804195, 225.14371568748464]","[130.89240284059636, 225.1463025946598]","[-60.0, 395.0]",False,DOWN,True
0.01,1.0800000000000007,5.65694785118103,"[130.22643771454227, 229.1408315983033]","[130.23562872804195, 229.14371568748464]","[-65.0, 400.0]",False,DOWN,True
0.01,1.0900000000000007,5.7088940143585205,"[129.51536194967017, 233.18810662018066]","[129.52643771454228, 233.1908315983033]","[-70.0, 405.0]",False,DOWN,True
0.01,1.1000000000000008,5.763491868972778,"[128.75350227271065, 237.28598677528765]","[128.76536194967017, 237.28810662018066]","[-75.0, 410.0]",False,DOWN,True
0.01,1.1100000000000008,5.815663814544678,"[127.94225527117703, 241.43472623517405]","[127.95350227271065, 241.43598677528766]","[-80.0, 415.0]",False,DOWN,True
0.01,1.1200000000000008,5.866550922393799,"[127.08285632093437, 245.6342923275811]","[127.09225527117704, 245.63472623517404]","[-85.0, 420.0]",False,DOWN,True
0.01,1.1300000000000008,5.927117109298706,"[126.17600607989486, 249.884421600618]","[126.18285632093436, 249.8842923275811]","[-90.0, 425.0]",False,DOWN,True
0.01,1.1400000000000008,5.9796059131622314,"[125.22177941027346, 254.18477208265406]","[125.22600607989486, 254.184421600618]","[-95.0, 430.0]",False,DOWN,True
0.01,1.1500000000000008,6.03015398979187,"[124.21979231101967, 258.5350619692432]","[124.22177941027346, 258.53477208265406]","[-100.0, 435.0]",False,DOWN,True
0.01,1.1600000000000008,6.08707594871521,"[123.16946004341351, 262.9351309707474]","[123.16979231101968, 262.9350619692432]","[-105.0, 440.0]",False,DOWN,True
0.01,1.1700000000000008,6.140737056732178,"[122.16946004341351, 267.3351309707474]","[122.16946004341351, 267.3351309707474]","[-100.0, 440.0]",False,RIGHT,True
0.01,1.1800000000000008,6.19229793548584,"[121.2194600434135, 271.7351309707474]","[121.2194600434135, 271.7351309707474]","[-95.0, 440.0]",False,RIGHT,True
0.01,1.1900000000000008,6.243069887161255,"[120.3194600434135, 276.13513097074735]","[120.3194600434135, 276.13513097074735]","[-90.0, 440.0]",False,RIGHT,True
0.01,1.2000000000000008,6.293195009231567,"[119.4694600434135, 280.53513097074733]","[119.4694600434135, 280.53513097074733]","[-85.0, 440.0]",False,RIGHT,True
0.01,1.2100000000000009,6.345251083374023,"[118.66946004341351, 284.9351309707473]","[118.66946004341351, 284.9351309707473]","[-80.0, 440.0]",False,RIGHT,True
0.01,1.2200000000000009,6.398833990097046,"[117.91946004341351, 289.3351309707473]","[117.91946004341351, 289.3351309707473]","[-75.0, 440.0]",False,RIGHT,True
0.01,1.2300000000000009,6.450361967086792,"[117.2194600434135, 293.73513097074726]","[117.2194600434135, 293.73513097074726]","[-70.0, 440.0]",False,RIGHT,True
0.01,1.2400000000000009,6.501224040985107,"[116.5694600434135, 298.13513097074724]","[116.5694600434135, 298.13513097074724]","[-65.0, 440.0]",False,RIGHT,True
0.01,1.2500000000000009,6.552876949310303,"[115.9694600434135, 302.5351309707472]","[115.9694600434135, 302.5351309707472]","[-60.0, 440.0]",False,RIGHT,True
0.01,1.260000000000001,6.605520963668823,"[115.41946004341351, 306.9351309707472]","[115.41946004341351, 306.9351309707472]","[-55.0, 440.0]",False,RIGHT,True
0.01,1.270000000000001,6.6561479568481445,"[114.91946004341351, 311.3351309707472]","[114.91946004341351, 311.3351309707472]","[-50.0, 440.0]",False,RIGHT,True
0.01,1.280000000000001,6.709059000015259,"[114.4694600434135, 315.73513097074715]","[114.4694600434135, 315.73513097074715]","[-45.0, 440.0]",False,RIGHT,True
0.01,1.290000000000001,6.761423826217651,"[114.0694600434135, 320.1351309707471]","[114.0694600434135, 320.1351309707471]","[-40.0, 440.0]",False,RIGHT,True
0.01,1.300000000000001,6.814879894256592,"[113.7194600434135, 324.5351309707471]","[113.7194600434135, 324.5351309707471]","[-35.0, 440.0]",False,RIGHT,True
0.01,1.310000000000001,6.867086172103882,"[113.41946004341351, 328.9351309707471]","[113.41946004341351, 328.9351309707471]","[-30.0, 440.0]",False,RIGHT,True
0.01,1.320000000000001,6.918531179428101,"[113.16946004341351, 333.33513097074706]","[113.16946004341351, 333.33513097074706]","[-25.0, 440.0]",False,RIGHT,True
0.01,1.330000000000001,6.979813814163208,"[112.9694600434135, 337.73513097074704]","[112.9694600434135, 337.73513097074704]","[-20.0, 440.0]",False,RIGHT,True
0.01,1.340000000000001,7.0328288078308105,"[112.8194600434135, 342.135130970747]","[112.8194600434135, 342.135130970747]","[-15.0, 440.0]",False,RIGHT,True
0.01,1.350000000000001,7.084366083145142,"[112.7194600434135, 346.48513097074704]","[112.7194600434135, 346.48513097074704]","[-10.0, 435.0]",False,UP,True
0.01,1.360000000000001,7.136238098144531,"[112.66946004341351, 350.78513097074705]","[112.66946004341351, 350.78513097074705]","[-5.0, 430.0]",False,UP,True
0.01,1.370000000000001,7.188793897628784,"[112.66946004341351, 355.03513097074705]","[112.66946004341351, 355.03513097074705]","[0.0, 425.0]",False,UP,True
0.01,1.380000000000001,7.2411298751831055,"[112.7194600434135, 359.23513097074704]","[112.7194600434135, 359.23513097074704]","[5.0, 420.0]",False,UP,True
0.01,1.390000000000001,7.2930707931518555,"[112.8194600434135, 363.385130970747]","[112.8194600434135, 363.385130970747]","[10.0, 415.0]",False,UP,True
0.01,1.400000000000001,7.3437488079071045,"[112.9694600434135, 367.48513097074704]","[112.9694600434135, 367.48513097074704]","[15.0, 410.0]",False,UP,True
0.01,1.410000000000001,7.395236968994141,"[113.1713353610686, 371.53154078499364]","[113.16946004341351, 371.53513097074705]","[20.0, 405.0]",False,UP,True
0.01,1.420000000000001,7.447991132736206,"[113.42929589268302, 375.51744091409074]","[113.4213353610686, 375.53154078499364]","[25.0, 400.0]",False,UP,True
0.01,1.430000000000001,7.4996209144592285,"[113.75939590774037, 379.41841192824086]","[113.72929589268301, 379.46744091409073]","[30.0, 395.0]",False,UP,True
0.01,1.440000000000001,7.5519859790802,"[114.242991021562, 383.11960405337135]","[114.10939590774036, 383.31841192824083]","[35.0, 390.0]",False,UP,True
0.01,1.450000000000001,7.602734088897705,"[115.51968052837546, 385.7859969767949]","[114.64299102156201, 386.96960405337137]","[40.0, 385.0]",False,UP,True
0.01,1.460000000000001,7.6562581062316895,"[119.59098548096316, 385.17432546950914]","[115.96968052837546, 389.5859969767949]","[45.0, 380.0]",False,UP,True
0.01,1.470000000000001,7.7078540325164795,"[120.36496630056638, 388.6224250855718]","[120.09098548096316, 388.92432546950914]","[50.0, 375.0]",False,UP,True
0.01,1.480000000000001,7.761123180389404,"[122.10601593335338, 391.14429607870574]","[120.91496630056638, 392.3224250855718]","[55.0, 370.0]",False,UP,True
0.01,1.490000000000001,7.82617712020874,"[124.62034577049175, 393.10442320514954]","[122.70601593335337, 394.7942960787057]","[60.0, 365.0]",False,UP,True
0.01,1.500000000000001,7.877532005310059,"[126.3535694355012, 395.85498705877274]","[125.27034577049176, 396.70442320514957]","[65.0, 360.0]",False,UP,True
0.01,1.5100000000000011,7.932062864303589,"[128.44024393974814, 398.4467182184404]","[127.0535694355012, 399.40498705877275]","[70.0, 355.0]",False,UP,True
0.01,1.5200000000000011,7.988163948059082,"[130.26580178961498, 401.29675882240946]","[129.19024393974814, 401.9467182184404]","[75.0, 350.0]",False,UP,True
0.01,1.5300000000000011,8.038559913635254,"[132.01753131823793, 404.2494938119367]","[131.065801789615, 404.74675882240945]","[80.0, 345.0]",False,UP,True
0.01,1.5400000000000011,8.090972900390625,"[133.64970543741228, 407.3013808539693]","[132.86753131823792, 407.6494938119367]","[85.0, 340.0]",False,UP,True
0.01,1.5500000000000012,8.14454984664917,"[135.1677974276944, 410.4219624452509]","[134.54970543741229, 410.65138085396933]","[90.0, 335.0]",False,UP,True
0.01,1.5600000000000012,8.19610595703125,"[136.5850837315832, 413.5817926705513]","[136.1177974276944, 413.72196244525094]","[95.0, 330.0]",False,UP,True
0.01,1.5700000000000012,8.25624394416809,"[137.9221251040608, 416.7540692583263]","[137.5850837315832, 416.8317926705513]","[100.0, 325.0]",False,UP,True
0.01,1.5800000000000012,8.308740854263306,"[139.20388433672633, 419.9164394679079]","[138.9721251040608, 419.9540692583263]","[105.0, 320.0]",False,UP,True
0.01,1.5900000000000012,8.359586000442505,"[140.45606367441204, 423.0520320864678]","[140.30388433672633, 423.06643946790786]","[110.0, 315.0]",False,UP,True
0.01,1.6000000000000012,8.413480997085571,"[141.70183013749906, 426.149429058553]","[141.60606367441204, 426.15203208646784]","[115.0, 310.0]",False,UP,True
0.01,1.6100000000000012,8.465092897415161,"[142.95984162603062, 429.20174614505476]","[142.90183013749905, 429.199429058553]","[120.0, 305.0]",False,UP,True
0.01,1.6200000000000012,8.519738912582397,"[144.2437787010917, 432.20531775429]","[144.20984162603062, 432.20174614505476]","[125.0, 300.0]",False,UP,True
0.01,1.6300000000000012,8.572235107421875,"[145.562948000116, 435.1584656346132]","[145.54377870109172, 435.15531775428997]","[130.0, 295.0]",False,UP,True
0.01,1.6400000000000012,8.623488903045654,"[146.92332970191435, 438.06059310927117]","[146.912948000116, 438.0584656346132]","[135.0, 290.0]",False,UP,True
0.01,1.6500000000000012,8.676782131195068,"[148.3286099461608, 440.9116221927535]","[148.32332970191436, 440.9105931092712]","[140.0, 285.0]",False,UP,True
0.01,1.6600000000000013,8.729329824447632,"[149.78064394876293, 443.7620700913701]","[149.7786099461608, 443.7616221927535]","[145.0, 285.0]",False,RIGHT,True
0.01,1.6700000000000013,8.781012058258057,"[149.78078951473293, 443.7621075984079]","[149.78064394876293, 443.7620700913701]","[0.0, 0.0]",False,,True
0.01,1.6800000000000013,8.832525968551636,"[149.78093498316133, 443.7621450803128]","[149.78078951473293, 443.7621075984079]","[0.0, 0.0]",False,,True
0.01,1.6900000000000013,8.886610984802246,"[149.83108035411792, 443.7621825371028]","[149.83093498316134, 443.7621450803128]","[5.0, 0.0]",False,RIGHT,True
0.01,1.7000000000000013,8.938369989395142,"[149.93119444448737, 443.7622119122875]","[149.9310803541179, 443.7621825371028]","[10.0, 0.0]",False,RIGHT,True
0.01,1.7100000000000013,8.989512920379639,"[150.0812474257122, 443.762225533374]","[150.08119444448738, 443.7622119122875]","[15.0, 0.0]",False,RIGHT,True
0.01,1.7200000000000013,9.04050588607788,"[150.2812474257122, 443.762225533374]","[150.2812474257122, 443.762225533374]","[20.0, 0.0]",False,RIGHT,True
0.01,1.7300000000000013,9.09251880645752,"[150.5312474257122, 443.762225533374]","[150.5312474257122, 443.762225533374]","[25.0, 0.0]",False,RIGHT,True
0.01,1.7400000000000013,9.145107984542847,"[150.8312474257122, 443.762225533374]","[150.8312474257122, 443.762225533374]","[30.0, 0.0]",False,RIGHT,True
0.01,1.7500000000000013,9.196099042892456,"[151.1812474257122, 443.762225533374]","[151.1812474257122, 443.762225533374]","[35.0, 0.0]",False,RIGHT,True
0.01,1.7600000000000013,9.246742963790894,"[151.5812474257122, 443.762225533374]","[151.5812474257122, 443.762225533374]","[40.0, 0.0]",False,RIGHT,True
0.01,1.7700000000000014,9.299357891082764,"[152.0312474257122, 443.762225533374]","[152.0312474257122, 443.762225533374]","[45.0, 0.0]",False,RIGHT,True
0.01,1.7800000000000014,9.351802825927734,"[152.5312474257122, 443.762225533374]","[152.5312474257122, 443.762225533374]","[50.0, 0.0]",False,RIGHT,True
0.01,1.7900000000000014,9.405381917953491,"[153.0812474257122, 443.762225533374]","[153.0812474257122, 443.762225533374]","[55.0, 0.0]",False,RIGHT,True
0.01,1.8000000000000014,9.456125020980835,"[153.6812474257122, 443.762225533374]","[153.6812474257122, 443.762225533374]","[60.0, 0.0]",False,RIGHT,True
0.01,1.8100000000000014,9.510716915130615,"[154.3311282587252, 443.76238048401467]","[154.3312474257122, 443.762225533374]","[65.0, 0.0]",False,RIGHT,True
0.01,1.8200000000000014,9.571379899978638,"[155.03083755124038, 443.76276435774867]","[155.03112825872518, 443.76238048401467]","[70.0, 0.0]",False,RIGHT,True
0.01,1.8300000000000014,9.622564792633057,"[155.7803442603026, 443.76342682183076]","[155.78083755124038, 443.76276435774867]","[75.0, 0.0]",False,RIGHT,True
0.01,1.8400000000000014,9.677443027496338,"[156.57961163226898, 443.76442897165737]","[156.5803442603026, 443.76342682183076]","[80.0, 0.0]",False,RIGHT,True
0.01,1.8500000000000014,9.731870889663696,"[157.42859601330102, 443.7658462904732]","[157.42961163226897, 443.76442897165737]","[85.0, 0.0]",False,RIGHT,True
0.01,1.8600000000000014,9.784577131271362,"[158.327245413432, 443.767772432426]","[158.32859601330102, 443.7658462904732]","[90.0, 0.0]",False,RIGHT,True
0.01,1.8700000000000014,9.837243795394897,"[159.27549777777656, 443.7703240727234]","[159.27724541343198, 443.767772432426]","[95.0, 0.0]",False,RIGHT,True
0.01,1.8800000000000014,9.889143943786621,"[160.27327891553557, 443.7736471402472]","[160.27549777777656, 443.7703240727234]","[100.0, 0.0]",False,RIGHT,True
0.01,1.8900000000000015,9.940260887145996,"[161.32050003933512, 443.7779248375669]","[161.32327891553558, 443.7736471402472]","[105.0, 0.0]",False,RIGHT,True
0.01,1.9000000000000015,9.993484020233154,"[162.4170548788744, 443.78338796184767]","[162.4205000393351, 443.7779248375669]","[110.0, 0.0]",False,RIGHT,True
