delta_t,time_steps,timestamp,particle_position,user_goal,velocity,collision,success
0.01,0.0,0.15615105628967285,"[51.387347983689665, 51.26553629319816]","[52.77469596874192, 52.531072587572694]","[138.73479836896627, 126.55362931981632]",False,True
0.01,0.01,0.2131671905517578,"[53.36849070087791, 53.08416779425567]","[55.349633418066205, 54.902799295313216]","[198.11427171882488, 181.86315010575095]",False,True
0.01,0.02,0.2696681022644043,"[55.666941024828276, 55.18434901129646]","[57.96539134877838, 57.28453022833708]","[229.8450323950365, 210.01812170407948]",False,True
0.01,0.03,0.32726287841796875,"[58.12392019237102, 57.4605212740286]","[60.58089935991533, 59.73669353676221]","[245.69791675427433, 227.61722627321376]",False,True
0.01,0.04,0.3832838535308838,"[60.663246302528464, 59.79909168861806]","[63.20257241268313, 62.137662103204995]","[253.93261101574447, 233.85704145894584]",False,True
0.01,0.05,0.4391040802001953,"[63.23191488095539, 62.217259370900535]","[65.80058345938788, 64.63542705318821]","[256.86685784269196, 241.81676822824747]",False,True
0.01,0.060000000000000005,0.49720120429992676,"[65.81646071493654, 64.63272184157756]","[68.40100654892541, 67.04818431226178]","[258.45458339811523, 241.546247067703]",False,True
0.01,0.07,0.5527520179748535,"[68.38813778384817, 67.11056579790362]","[70.95981485275979, 69.58840975422974]","[257.16770689116197, 247.7843956326056]",False,True
0.01,0.08,0.6101691722869873,"[70.95689627022414, 69.56344448451071]","[73.52565475660487, 72.01632317112234]","[256.87584863759736, 245.28786866070877]",False,True
0.01,0.09,0.6664371490478516,"[73.49405791289307, 72.08194869965874]","[76.03121955556813, 74.6004529148131]","[253.71616426689286, 251.85042151480255]",False,True
0.01,0.09999999999999999,0.7232801914215088,"[76.02425142470734, 74.5655895428973]","[78.55444493651927, 77.04923038613354]","[253.01935118142805, 248.36408432385582]",False,True
0.01,0.10999999999999999,0.7803728580474854,"[78.51014684274355, 77.12201620007801]","[80.99604226077844, 79.67844285725712]","[248.58954180362102, 255.64266571807065]",False,True
0.01,0.11999999999999998,0.8378300666809082,"[80.99087590103292, 79.63768994162098]","[83.47160495932181, 82.15336368316336]","[248.07290582893697, 251.5673741542969]",False,True
0.01,0.12999999999999998,0.8950760364532471,"[83.41597452665475, 82.23237170744422]","[85.84107315227595, 84.82705347326673]","[242.5098625621834, 259.4681765823233]",False,True
0.01,0.13999999999999999,0.9513530731201172,"[85.84120827137484, 84.7821484921906]","[88.26644201609594, 87.33192527693811]","[242.52337447200821, 254.97767847463825]",False,True
0.01,0.15,1.007991075515747,"[88.19979174709742, 87.41465441225647]","[90.55837522282093, 90.0471603323234]","[235.85834757225825, 263.25059200658603]",False,True
0.01,0.16,1.0659701824188232,"[90.5666726601087, 89.99922061728898]","[92.93355357311924, 92.58378682232058]","[236.6880913011271, 258.4566205032511]",False,True
