timestamp,particle_position,user_goal,velocity,collision,key_pressed
0.05023002624511719,"[49.99999967234238, 49.99999960506027]","[50.0, 50.0]","[0.0, 0.0]",False,
0.10718798637390137,"[49.99999934468476, 49.99999921012053]","[49.99999967234238, 49.99999960506027]","[0.0, 0.0]",False,
0.16512513160705566,"[49.999999017027136, 49.99999881518079]","[49.99999934468476, 49.99999921012053]","[0.0, 0.0]",False,
0.22389984130859375,"[49.99999868936951, 49.99999842024105]","[49.999999017027136, 49.99999881518079]","[0.0, 0.0]",False,
0.2798769474029541,"[49.99999836171189, 49.99999802530131]","[49.99999868936951, 49.99999842024105]","[0.0, 0.0]",False,
0.33625006675720215,"[49.999998034054265, 49.99999763036157]","[49.99999836171189, 49.99999802530131]","[0.0, 0.0]",False,
0.39107394218444824,"[49.99999770639664, 49.99999723542182]","[49.999998034054265, 49.99999763036157]","[0.0, 0.0]",False,
0.4471609592437744,"[49.99999737873902, 49.99999684048208]","[49.99999770639664, 49.99999723542182]","[0.0, 0.0]",False,
0.5036280155181885,"[49.999997051081394, 49.999996445542344]","[49.99999737873902, 49.99999684048208]","[0.0, 0.0]",False,
0.5601029396057129,"[49.99999672342377, 49.9999960506026]","[49.999997051081394, 49.999996445542344]","[0.0, 0.0]",False,
0.6169478893280029,"[49.999996395766146, 49.99999565566286]","[49.99999672342377, 49.9999960506026]","[0.0, 0.0]",False,
0.6744990348815918,"[49.99999606810852, 49.99999526072311]","[49.999996395766146, 49.99999565566286]","[0.0, 0.0]",False,
0.7316989898681641,"[49.99999574045089, 49.999994865783364]","[49.99999606810852, 49.99999526072311]","[0.0, 0.0]",False,
0.7891659736633301,"[49.99999541279327, 49.999994470843625]","[49.99999574045089, 49.999994865783364]","[0.0, 0.0]",False,
0.8760418891906738,"[50.09999508520542, 49.999994075841826]","[50.01999541279327, 49.999994470843625]","[2.0, 0.0]",False,RIGHT
0.9319179058074951,"[50.29999475787552, 49.99999368073889]","[50.13999508520542, 49.999994075841826]","[4.0, 0.0]",False,RIGHT
0.9881300926208496,"[50.599994757875535, 49.999993680738896]","[50.35999475787552, 49.99999368073889]","[6.0, 0.0]",False,RIGHT
1.0451970100402832,"[50.999994757875534, 50.099993680738926]","[50.679994757875534, 50.0199936807389]","[8.0, 2.0]",False,DOWN
1.101668119430542,"[51.49999475787555, 50.299993680738936]","[51.099994757875535, 50.139993680738925]","[10.0, 4.0]",False,DOWN
1.159322738647461,"[52.09999475787554, 50.59999368073896]","[51.619994757875546, 50.35999368073894]","[12.0, 6.0]",False,DOWN
1.216515064239502,"[52.79999475787555, 50.99999368073897]","[52.23999475787554, 50.67999368073896]","[14.0, 8.0]",False,DOWN
1.2737419605255127,"[53.59999475787554, 51.49999368073899]","[52.95999475787555, 51.09999368073897]","[16.0, 10.0]",False,DOWN
1.331045150756836,"[54.49999475787555, 52.09999368073899]","[53.77999475787554, 51.619993680738986]","[18.0, 12.0]",False,DOWN
1.3882670402526855,"[55.49999475787557, 52.79999368073901]","[54.69999475787555, 52.23999368073899]","[20.0, 14.0]",False,DOWN
1.4456629753112793,"[56.59999475787558, 53.599993680739004]","[55.71999475787557, 52.959993680739004]","[22.0, 16.0]",False,DOWN
