delta_t,time_steps,timestamp,particle_position,user_goal,velocity,collision,key_pressed,success
0.01,0.0,0.061165809631347656,"[50.00000000000002, 50.00000000000003]","[50.0, 50.0]","[0.0, 0.0]",False,,True
0.01,0.01,0.12103676795959473,"[50.000000000000036, 50.00000000000006]","[50.00000000000002, 50.00000000000003]","[0.0, 0.0]",False,,True
0.01,0.02,0.1804807186126709,"[50.00000000000006, 50.00000000000008]","[50.000000000000036, 50.00000000000006]","[0.0, 0.0]",False,,True
0.01,0.03,0.23984670639038086,"[50.00000000000008, 50.00000000000011]","[50.00000000000006, 50.00000000000008]","[0.0, 0.0]",False,,True
0.01,0.04,0.29895877838134766,"[50.00000000000009, 50.00000000000013]","[50.00000000000008, 50.00000000000011]","[0.0, 0.0]",False,,True
0.01,0.05,0.35586094856262207,"[50.00000000000011, 50.000000000000156]","[50.00000000000009, 50.00000000000013]","[0.0, 0.0]",False,,True
0.01,0.060000000000000005,0.4117136001586914,"[50.00000000000012, 50.00000000000018]","[50.00000000000011, 50.000000000000156]","[0.0, 0.0]",False,,True
0.01,0.07,0.4686157703399658,"[50.000000000000135, 50.000000000000206]","[50.00000000000012, 50.00000000000018]","[0.0, 0.0]",False,,True
0.01,0.08,0.5259499549865723,"[50.000000000000156, 50.000000000000234]","[50.000000000000135, 50.000000000000206]","[0.0, 0.0]",False,,True
0.01,0.09,0.5839967727661133,"[50.00000000000018, 50.00000000000026]","[50.000000000000156, 50.000000000000234]","[0.0, 0.0]",False,,True
0.01,0.09999999999999999,0.641671895980835,"[50.00000000000019, 50.00000000000029]","[50.00000000000018, 50.00000000000026]","[0.0, 0.0]",False,,True
0.01,0.10999999999999999,0.699150800704956,"[50.000000000000206, 50.00000000000032]","[50.00000000000019, 50.00000000000029]","[0.0, 0.0]",False,,True
0.01,0.11999999999999998,0.7576258182525635,"[50.00000000000022, 50.00000000000034]","[50.000000000000206, 50.00000000000032]","[0.0, 0.0]",False,,True
0.01,0.12999999999999998,0.8141067028045654,"[50.000000000000234, 50.00000000000036]","[50.00000000000022, 50.00000000000034]","[0.0, 0.0]",False,,True
0.01,0.13999999999999999,0.8726730346679688,"[50.000000000000256, 50.000000000000384]","[50.000000000000234, 50.00000000000036]","[0.0, 0.0]",False,,True
0.01,0.15,0.9317686557769775,"[50.00000000000027, 50.00000000000041]","[50.000000000000256, 50.000000000000384]","[0.0, 0.0]",False,,True
0.01,0.16,0.9900557994842529,"[50.00000000000029, 50.00000000000043]","[50.00000000000027, 50.00000000000041]","[0.0, 0.0]",False,,True
0.01,0.17,1.0482487678527832,"[50.000000000000306, 50.000000000000455]","[50.00000000000029, 50.00000000000043]","[0.0, 0.0]",False,,True
0.01,0.18000000000000002,1.1065747737884521,"[50.00000000000033, 50.000000000000476]","[50.000000000000306, 50.000000000000455]","[0.0, 0.0]",False,,True
0.01,0.19000000000000003,1.1645770072937012,"[50.00000000000034, 50.000000000000504]","[50.00000000000033, 50.000000000000476]","[0.0, 0.0]",False,,True
0.01,0.20000000000000004,1.2235848903656006,"[50.000000000000355, 50.000000000000526]","[50.00000000000034, 50.000000000000504]","[0.0, 0.0]",False,,True
0.01,0.21000000000000005,1.2801599502563477,"[50.00000000000037, 50.000000000000554]","[50.000000000000355, 50.000000000000526]","[0.0, 0.0]",False,,True
0.01,0.22000000000000006,1.3368806838989258,"[50.000000000000384, 50.000000000000576]","[50.00000000000037, 50.000000000000554]","[0.0, 0.0]",False,,True
0.01,0.23000000000000007,1.396824836730957,"[50.0000000000004, 50.000000000000604]","[50.000000000000384, 50.000000000000576]","[0.0, 0.0]",False,,True
0.01,0.24000000000000007,1.45635986328125,"[50.00000000000041, 50.000000000000625]","[50.0000000000004, 50.000000000000604]","[0.0, 0.0]",False,,True
0.01,0.25000000000000006,1.515091896057129,"[50.000000000000426, 50.00000000000065]","[50.00000000000041, 50.000000000000625]","[0.0, 0.0]",False,,True
0.01,0.26000000000000006,1.5738286972045898,"[50.00000000000044, 50.00000000000067]","[50.000000000000426, 50.00000000000065]","[0.0, 0.0]",False,,True
0.01,0.2700000000000001,1.6335155963897705,"[50.000000000000455, 50.00000000000069]","[50.00000000000044, 50.00000000000067]","[0.0, 0.0]",False,,True
0.01,0.2800000000000001,1.6927039623260498,"[50.00000000000047, 50.00000000000071]","[50.000000000000455, 50.00000000000069]","[0.0, 0.0]",False,,True
0.01,0.2900000000000001,1.752227783203125,"[50.00000000000048, 50.00000000000074]","[50.00000000000047, 50.00000000000071]","[0.0, 0.0]",False,,True
0.01,0.3000000000000001,1.8108396530151367,"[50.0000000000005, 50.00000000000076]","[50.00000000000048, 50.00000000000074]","[0.0, 0.0]",False,,True
0.01,0.3100000000000001,1.869870662689209,"[50.00000000000051, 50.00000000000078]","[50.0000000000005, 50.00000000000076]","[0.0, 0.0]",False,,True
0.01,0.3200000000000001,1.928926944732666,"[50.00000000000053, 50.0000000000008]","[50.00000000000051, 50.00000000000078]","[0.0, 0.0]",False,,True
0.01,0.3300000000000001,1.9879076480865479,"[50.00000000000055, 50.00000000000083]","[50.00000000000053, 50.0000000000008]","[0.0, 0.0]",False,,True
0.01,0.34000000000000014,2.0465657711029053,"[50.00000000000056, 50.00000000000085]","[50.00000000000055, 50.00000000000083]","[0.0, 0.0]",False,,True
0.01,0.35000000000000014,2.104761838912964,"[50.000000000000576, 50.000000000000874]","[50.00000000000056, 50.00000000000085]","[0.0, 0.0]",False,,True
0.01,0.36000000000000015,2.1635236740112305,"[50.00000000000059, 50.000000000000895]","[50.000000000000576, 50.000000000000874]","[0.0, 0.0]",False,,True
0.01,0.37000000000000016,2.2214698791503906,"[50.00000000000061, 50.00000000000092]","[50.00000000000059, 50.000000000000895]","[0.0, 0.0]",False,,True
0.01,0.38000000000000017,2.279756784439087,"[50.00000000000063, 50.00000000000094]","[50.00000000000061, 50.00000000000092]","[0.0, 0.0]",False,,True
0.01,0.3900000000000002,2.369762659072876,"[50.00000000000065, 50.05000000000096]","[50.00000000000063, 50.050000000000935]","[0.0, 5.0]",False,DOWN,True
0.01,0.4000000000000002,2.4265458583831787,"[50.00000000000066, 50.150000000000986]","[50.00000000000065, 50.150000000000965]","[0.0, 10.0]",False,DOWN,True
0.01,0.4100000000000002,2.483860969543457,"[50.000000000000675, 50.300000000001006]","[50.00000000000066, 50.300000000000985]","[0.0, 15.0]",False,DOWN,True
0.01,0.4200000000000002,2.542048931121826,"[50.000000000000696, 50.50000000000103]","[50.000000000000675, 50.50000000000101]","[0.0, 20.0]",False,DOWN,True
0.01,0.4300000000000002,2.6004037857055664,"[50.00000000000071, 50.75000000000105]","[50.000000000000696, 50.75000000000103]","[0.0, 25.0]",False,DOWN,True
0.01,0.4400000000000002,2.6578516960144043,"[50.00000000000073, 51.05000000000108]","[50.00000000000071, 51.05000000000105]","[0.0, 30.0]",False,DOWN,True
0.01,0.45000000000000023,2.716498851776123,"[50.000000000000746, 51.40000000000111]","[50.00000000000073, 51.40000000000108]","[0.0, 35.0]",False,DOWN,True
0.01,0.46000000000000024,2.774622917175293,"[50.00000000000076, 51.800000000001134]","[50.000000000000746, 51.800000000001106]","[0.0, 40.0]",False,DOWN,True
0.01,0.47000000000000025,2.8336877822875977,"[50.000000000000774, 52.250000000001165]","[50.00000000000076, 52.25000000000114]","[0.0, 45.0]",False,DOWN,True
0.01,0.48000000000000026,2.8925907611846924,"[50.000000000000796, 52.750000000001194]","[50.000000000000774, 52.750000000001165]","[0.0, 50.0]",False,DOWN,True
0.01,0.49000000000000027,2.9503066539764404,"[50.00000000000082, 53.30000000000122]","[50.000000000000796, 53.30000000000119]","[0.0, 55.0]",False,DOWN,True
0.01,0.5000000000000002,3.009793758392334,"[50.00000000000083, 53.90000000000125]","[50.00000000000082, 53.90000000000122]","[0.0, 60.0]",False,DOWN,True
0.01,0.5100000000000002,3.0692667961120605,"[50.000000000000846, 54.55000000000127]","[50.00000000000083, 54.55000000000125]","[0.0, 65.0]",False,DOWN,True
0.01,0.5200000000000002,3.127581834793091,"[50.00000000000087, 55.2500000000013]","[50.000000000000846, 55.25000000000127]","[0.0, 70.0]",False,DOWN,True
0.01,0.5300000000000002,3.1858937740325928,"[50.00000000000088, 56.00000000000132]","[50.00000000000087, 56.0000000000013]","[0.0, 75.0]",False,DOWN,True
0.01,0.5400000000000003,3.245680809020996,"[50.000000000000895, 56.80000000000135]","[50.00000000000088, 56.80000000000132]","[0.0, 80.0]",False,DOWN,True
