delta_t,time_steps,timestamp,particle_position,user_goal,velocity,collision,key_pressed,success
0.01,0.0,0.007423877716064453,"[49.95000000000002, 50.00000000000002]","[49.95, 50.0]","[-5.0, 0.0]",False,LEFT,True
0.01,0.01,0.06501388549804688,"[49.85000000000003, 50.000000000000036]","[49.850000000000016, 50.00000000000002]","[-10.0, 0.0]",False,LEFT,True
0.01,0.02,0.12374711036682129,"[49.700000000000045, 50.00000000000006]","[49.70000000000003, 50.000000000000036]","[-15.0, 0.0]",False,LEFT,True
0.01,0.03,0.18227791786193848,"[49.50000000000006, 50.00000000000008]","[49.50000000000004, 50.00000000000006]","[-20.0, 0.0]",False,LEFT,True
0.01,0.04,0.2403430938720703,"[49.25000000000008, 50.0000000000001]","[49.25000000000006, 50.00000000000008]","[-25.0, 0.0]",False,LEFT,True
0.01,0.05,0.29825782775878906,"[49.2500000000001, 50.00000000000012]","[49.25000000000008, 50.0000000000001]","[-0.0, 0.0]",False,,True
0.01,0.060000000000000005,0.35623598098754883,"[49.25000000000012, 50.00000000000014]","[49.2500000000001, 50.00000000000012]","[-0.0, 0.0]",False,,True
0.01,0.07,0.4130737781524658,"[49.25000000000014, 50.000000000000156]","[49.25000000000012, 50.00000000000014]","[-0.0, 0.0]",False,,True
0.01,0.08,0.47137880325317383,"[49.25000000000016, 50.00000000000018]","[49.25000000000014, 50.000000000000156]","[-0.0, 0.0]",False,,True
0.01,0.09,0.5302960872650146,"[49.25000000000018, 50.050000000000196]","[49.25000000000016, 50.050000000000175]","[-0.0, 5.0]",False,DOWN,True
0.01,0.09999999999999999,0.5878138542175293,"[49.2500000000002, 50.15000000000022]","[49.25000000000018, 50.1500000000002]","[-0.0, 10.0]",False,DOWN,True
0.01,0.10999999999999999,0.6456449031829834,"[49.25000000000022, 50.30000000000024]","[49.2500000000002, 50.30000000000022]","[-0.0, 15.0]",False,DOWN,True
0.01,0.11999999999999998,0.7046408653259277,"[49.25000000000024, 50.50000000000027]","[49.25000000000022, 50.50000000000024]","[-0.0, 20.0]",False,DOWN,True
0.01,0.12999999999999998,0.7638359069824219,"[49.25000000000026, 50.7500000000003]","[49.25000000000024, 50.75000000000027]","[-0.0, 25.0]",False,DOWN,True
0.01,0.13999999999999999,0.8205680847167969,"[49.250000000000284, 51.05000000000032]","[49.25000000000026, 51.050000000000296]","[-0.0, 30.0]",False,DOWN,True
0.01,0.15,0.8796229362487793,"[49.2500000000003, 51.40000000000034]","[49.250000000000284, 51.40000000000032]","[-0.0, 35.0]",False,DOWN,True
0.01,0.16,0.9391391277313232,"[49.25000000000031, 51.80000000000035]","[49.2500000000003, 51.80000000000034]","[-0.0, 40.0]",False,DOWN,True
