delta_t,time_steps,timestamp,particle_position,user_goal,velocity,collision,key_pressed,success
0.01,0.0,0.00687098503112793,"[49.95000000000003, 49.950000000000024]","[49.95, 49.95]","[-5.0, -5.0]",False,UP,True
0.01,0.01,0.06623411178588867,"[49.85000000000006, 49.850000000000044]","[49.85000000000003, 49.85000000000002]","[-10.0, -10.0]",False,UP,True
0.01,0.02,0.12566280364990234,"[49.70000000000009, 49.70000000000007]","[49.70000000000006, 49.700000000000045]","[-15.0, -15.0]",False,UP,True
0.01,0.03,0.18330597877502441,"[49.500000000000114, 49.500000000000085]","[49.500000000000085, 49.500000000000064]","[-20.0, -20.0]",False,UP,True
0.01,0.04,0.24127578735351562,"[49.250000000000135, 49.250000000000114]","[49.250000000000114, 49.250000000000085]","[-25.0, -25.0]",False,UP,True
0.01,0.05,0.29984188079833984,"[48.95000000000015, 49.000000000000135]","[48.95000000000014, 49.000000000000114]","[-30.0, -25.0]",False,LEFT,True
0.01,0.060000000000000005,0.35843992233276367,"[48.950000000000166, 49.00000000000015]","[48.95000000000015, 49.000000000000135]","[-0.0, -0.0]",False,,True
0.01,0.07,0.41630101203918457,"[48.950000000000195, 49.00000000000016]","[48.950000000000166, 49.00000000000015]","[-0.0, -0.0]",False,,True
0.01,0.08,0.4743480682373047,"[48.950000000000216, 49.00000000000018]","[48.950000000000195, 49.00000000000016]","[-0.0, -0.0]",False,,True
0.01,0.09,0.5322089195251465,"[48.95000000000024, 49.00000000000019]","[48.950000000000216, 49.00000000000018]","[-0.0, -0.0]",False,,True
0.01,0.09999999999999999,0.5900218486785889,"[48.95000000000026, 49.000000000000206]","[48.95000000000024, 49.00000000000019]","[-0.0, -0.0]",False,,True
0.01,0.10999999999999999,0.6482548713684082,"[48.95000000000027, 49.00000000000022]","[48.95000000000026, 49.000000000000206]","[-0.0, -0.0]",False,,True
0.01,0.11999999999999998,0.7072889804840088,"[49.00000000000029, 49.00000000000024]","[49.00000000000027, 49.00000000000022]","[5.0, -0.0]",False,RIGHT,True
0.01,0.12999999999999998,0.7651550769805908,"[49.10000000000032, 49.00000000000026]","[49.10000000000029, 49.00000000000024]","[10.0, -0.0]",False,RIGHT,True
0.01,0.13999999999999999,0.8229470252990723,"[49.25000000000035, 49.000000000000284]","[49.25000000000032, 49.00000000000026]","[15.0, -0.0]",False,RIGHT,True
0.01,0.15,0.8813779354095459,"[49.45000000000037, 49.000000000000306]","[49.45000000000035, 49.000000000000284]","[20.0, -0.0]",False,RIGHT,True
0.01,0.16,0.9392781257629395,"[49.700000000000394, 49.00000000000032]","[49.70000000000037, 49.000000000000306]","[25.0, -0.0]",False,RIGHT,True
0.01,0.17,0.9981508255004883,"[50.00000000000042, 49.05000000000034]","[50.00000000000039, 49.05000000000032]","[30.0, 5.0]",False,DOWN,True
0.01,0.18000000000000002,1.0553619861602783,"[50.35000000000044, 49.15000000000036]","[50.35000000000042, 49.15000000000034]","[35.0, 10.0]",False,DOWN,True
0.01,0.19000000000000003,1.1136729717254639,"[50.75000000000046, 49.300000000000374]","[50.75000000000044, 49.30000000000036]","[40.0, 15.0]",False,DOWN,True
0.01,0.20000000000000004,1.1727509498596191,"[51.200000000000486, 49.50000000000039]","[51.200000000000465, 49.50000000000038]","[45.0, 20.0]",False,DOWN,True
0.01,0.21000000000000005,1.2320780754089355,"[51.70000000000051, 49.75000000000041]","[51.700000000000486, 49.75000000000039]","[50.0, 25.0]",False,DOWN,True
0.01,0.22000000000000006,1.2888197898864746,"[52.25000000000053, 50.05000000000043]","[52.250000000000504, 50.05000000000041]","[55.0, 30.0]",False,DOWN,True
0.01,0.23000000000000007,1.3474690914154053,"[52.850000000000556, 50.400000000000446]","[52.850000000000534, 50.40000000000043]","[60.0, 35.0]",False,DOWN,True
0.01,0.24000000000000007,1.4058759212493896,"[53.50000000000058, 50.800000000000466]","[53.500000000000554, 50.800000000000445]","[65.0, 40.0]",False,DOWN,True
0.01,0.25000000000000006,1.4647517204284668,"[54.200000000000614, 51.25000000000048]","[54.200000000000585, 51.25000000000047]","[70.0, 45.0]",False,DOWN,True
0.01,0.26000000000000006,1.5241808891296387,"[54.950000000000635, 51.750000000000504]","[54.950000000000614, 51.75000000000048]","[75.0, 50.0]",False,DOWN,True
0.01,0.2700000000000001,1.5819659233093262,"[55.750000000000654, 52.300000000000516]","[55.75000000000063, 52.3000000000005]","[80.0, 55.0]",False,DOWN,True
0.01,0.2800000000000001,1.641218900680542,"[56.600000000000676, 52.90000000000054]","[56.600000000000655, 52.90000000000052]","[85.0, 60.0]",False,DOWN,True
0.01,0.2900000000000001,1.7010159492492676,"[57.500000000000696, 53.55000000000056]","[57.500000000000675, 53.55000000000054]","[90.0, 65.0]",False,DOWN,True
0.01,0.3000000000000001,1.7621428966522217,"[58.45000000000072, 54.25000000000058]","[58.4500000000007, 54.25000000000056]","[95.0, 70.0]",False,DOWN,True
0.01,0.3100000000000001,1.8199448585510254,"[59.45000000000074, 55.000000000000604]","[59.45000000000072, 55.00000000000058]","[100.0, 75.0]",False,DOWN,True
0.01,0.3200000000000001,1.8787848949432373,"[60.50000000000076, 55.80000000000062]","[60.50000000000074, 55.8000000000006]","[105.0, 80.0]",False,DOWN,True
0.01,0.3300000000000001,1.938202142715454,"[61.60000000000079, 56.650000000000645]","[61.60000000000076, 56.650000000000624]","[110.0, 85.0]",False,DOWN,True
0.01,0.34000000000000014,1.9960179328918457,"[62.75000000000081, 57.550000000000665]","[62.75000000000079, 57.550000000000644]","[115.0, 90.0]",False,DOWN,True
0.01,0.35000000000000014,2.0546391010284424,"[63.950000000000834, 58.50000000000068]","[63.95000000000081, 58.50000000000067]","[120.0, 95.0]",False,DOWN,True
0.01,0.36000000000000015,2.114133834838867,"[65.20000000000087, 59.500000000000696]","[65.20000000000084, 59.50000000000068]","[125.0, 100.0]",False,DOWN,True
0.01,0.37000000000000016,2.173189878463745,"[66.50000000000088, 60.550000000000715]","[66.50000000000087, 60.55000000000069]","[130.0, 105.0]",False,DOWN,True
0.01,0.38000000000000017,2.2311418056488037,"[67.8500000000009, 61.65000000000074]","[67.85000000000088, 61.650000000000716]","[135.0, 110.0]",False,DOWN,True
0.01,0.3900000000000002,2.2898669242858887,"[69.25000000000092, 62.80000000000076]","[69.25000000000091, 62.800000000000736]","[140.0, 115.0]",False,DOWN,True
0.01,0.4000000000000002,2.3486928939819336,"[70.70000000000094, 64.00000000000077]","[70.70000000000093, 64.00000000000075]","[145.0, 120.0]",False,DOWN,True
0.01,0.4100000000000002,2.4074389934539795,"[72.20000000000095, 65.25000000000078]","[72.20000000000094, 65.25000000000077]","[150.0, 125.0]",False,DOWN,True
0.01,0.4200000000000002,2.468090772628784,"[73.75000000000097, 66.5000000000008]","[73.75000000000095, 66.50000000000078]","[155.0, 125.0]",False,RIGHT,True
0.01,0.4300000000000002,2.5256497859954834,"[75.35000000000097, 67.75000000000081]","[75.35000000000096, 67.7500000000008]","[160.0, 125.0]",False,RIGHT,True
0.01,0.4400000000000002,2.584015130996704,"[77.000000000001, 69.00000000000082]","[77.00000000000098, 69.00000000000081]","[165.0, 125.0]",False,RIGHT,True
0.01,0.45000000000000023,2.642448902130127,"[78.70000000000101, 70.25000000000084]","[78.700000000001, 70.25000000000082]","[170.0, 125.0]",False,RIGHT,True
0.01,0.46000000000000024,2.700153112411499,"[80.45000000000103, 71.50000000000085]","[80.45000000000101, 71.50000000000084]","[175.0, 125.0]",False,RIGHT,True
0.01,0.47000000000000025,2.758219003677368,"[82.25000000000104, 72.75000000000087]","[82.25000000000102, 72.75000000000085]","[180.0, 125.0]",False,RIGHT,True
0.01,0.48000000000000026,2.8166310787200928,"[84.10000000000105, 74.00000000000088]","[84.10000000000103, 74.00000000000087]","[185.0, 125.0]",False,RIGHT,True
0.01,0.49000000000000027,2.8757617473602295,"[86.00000000000107, 75.2500000000009]","[86.00000000000105, 75.25000000000088]","[190.0, 125.0]",False,RIGHT,True
0.01,0.5000000000000002,2.934095859527588,"[87.95000000000108, 76.50000000000091]","[87.95000000000107, 76.5000000000009]","[195.0, 125.0]",False,RIGHT,True
0.01,0.5100000000000002,2.9918198585510254,"[89.9500000000011, 77.75000000000092]","[89.95000000000108, 77.75000000000091]","[200.0, 125.0]",False,RIGHT,True
