delta_t,time_steps,timestamp,particle_position,user_goal,velocity,collision,key_pressed,success
0.01,0.0,0.0004341602325439453,"[50.05, 50.05]","[50.05, 50.05]","[5.0, 5.0]",False,DOWN,True
0.01,0.01,0.0510401725769043,"[50.15, 50.15]","[50.15, 50.15]","[10.0, 10.0]",False,DOWN,True
0.01,0.02,0.10520410537719727,"[50.3, 50.3]","[50.3, 50.3]","[15.0, 15.0]",False,DOWN,True
0.01,0.03,0.15711021423339844,"[50.5, 50.5]","[50.5, 50.5]","[20.0, 20.0]",False,DOWN,True
0.01,0.04,0.20834612846374512,"[50.75, 50.7]","[50.75, 50.7]","[25.0, 20.0]",False,RIGHT,True
0.01,0.05,0.264066219329834,"[50.75, 50.7]","[50.75, 50.7]","[0.0, 0.0]",False,,True
0.01,0.060000000000000005,0.3148081302642822,"[50.75, 50.7]","[50.75, 50.7]","[0.0, 0.0]",False,,True
0.01,0.07,0.36655211448669434,"[50.75, 50.7]","[50.75, 50.7]","[0.0, 0.0]",False,,True
0.01,0.08,0.41808223724365234,"[50.75, 50.7]","[50.75, 50.7]","[0.0, 0.0]",False,,True
0.01,0.09,0.4698171615600586,"[50.75, 50.7]","[50.75, 50.7]","[0.0, 0.0]",False,,True
0.01,0.09999999999999999,0.5227041244506836,"[50.8, 50.7]","[50.8, 50.7]","[5.0, 0.0]",False,RIGHT,True
0.01,0.10999999999999999,0.5735921859741211,"[50.9, 50.7]","[50.9, 50.7]","[10.0, 0.0]",False,RIGHT,True
0.01,0.11999999999999998,0.628115177154541,"[51.05, 50.75]","[51.05, 50.75]","[15.0, 5.0]",False,DOWN,True
0.01,0.12999999999999998,0.6791942119598389,"[51.25, 50.85]","[51.25, 50.85]","[20.0, 10.0]",False,DOWN,True
0.01,0.13999999999999999,0.7299373149871826,"[51.5, 51.0]","[51.5, 51.0]","[25.0, 15.0]",False,DOWN,True
0.01,0.15,0.7813582420349121,"[51.8, 51.2]","[51.8, 51.2]","[30.0, 20.0]",False,DOWN,True
0.01,0.16,0.8359019756317139,"[52.15, 51.45]","[52.15, 51.45]","[35.0, 25.0]",False,DOWN,True
0.01,0.17,0.8869791030883789,"[52.55, 51.75]","[52.55, 51.75]","[40.0, 30.0]",False,DOWN,True
0.01,0.18000000000000002,0.9378533363342285,"[53.0, 52.1]","[53.0, 52.1]","[45.0, 35.0]",False,DOWN,True
0.01,0.19000000000000003,0.989659309387207,"[53.5, 52.5]","[53.5, 52.5]","[50.0, 40.0]",False,DOWN,True
0.01,0.20000000000000004,1.0410871505737305,"[54.05, 52.95]","[54.05, 52.95]","[55.0, 45.0]",False,DOWN,True
0.01,0.21000000000000005,1.0937962532043457,"[54.65, 53.45]","[54.65, 53.45]","[60.0, 50.0]",False,DOWN,True
0.01,0.22000000000000006,1.1446301937103271,"[55.3, 54.0]","[55.3, 54.0]","[65.0, 55.0]",False,DOWN,True
0.01,0.23000000000000007,1.198296070098877,"[56.0, 54.6]","[56.0, 54.6]","[70.0, 60.0]",False,DOWN,True
