timestamp,particle_position,user_goal,velocity,collision,key_pressed
0.037740230560302734,"[50.0, 50.0]","[50.0, 50.0]","[0.0, 0.0]",False,
0.1387042999267578,"[50.0, 50.0]","[50.0, 50.0]","[0.0, 0.0]",False,
0.24070096015930176,"[50.0, 50.0]","[50.0, 50.0]","[0.0, 0.0]",False,
0.37082719802856445,"[50.25, 50.0]","[50.25, 50.0]","[5.0, 0.0]",False,RIGHT
0.47796201705932617,"[50.75, 50.0]","[50.75, 50.0]","[10.0, 0.0]",False,RIGHT
0.5795001983642578,"[51.5, 50.0]","[51.5, 50.0]","[15.0, 0.0]",False,RIGHT
0.6825451850891113,"[52.5, 50.25]","[52.5, 50.25]","[20.0, 5.0]",False,DOWN
0.783778190612793,"[53.75, 50.75]","[53.75, 50.75]","[25.0, 10.0]",False,DOWN
0.8847212791442871,"[55.25, 51.5]","[55.25, 51.5]","[30.0, 15.0]",False,DOWN
0.9867501258850098,"[57.0, 52.5]","[57.0, 52.5]","[35.0, 20.0]",False,DOWN
1.089440107345581,"[59.0, 53.75]","[59.0, 53.75]","[40.0, 25.0]",False,DOWN
1.1919312477111816,"[61.25, 55.25]","[61.25, 55.25]","[45.0, 30.0]",False,DOWN
1.2946150302886963,"[63.75, 57.0]","[63.75, 57.0]","[50.0, 35.0]",False,DOWN
1.3977351188659668,"[66.5, 59.0]","[66.5, 59.0]","[55.0, 40.0]",False,DOWN
1.5004281997680664,"[69.5, 61.25]","[69.5, 61.25]","[60.0, 45.0]",False,DOWN
1.6026701927185059,"[72.75, 63.75]","[72.75, 63.75]","[65.0, 50.0]",False,DOWN
1.7053720951080322,"[76.25, 66.5]","[76.25, 66.5]","[70.0, 55.0]",False,DOWN
1.807401180267334,"[80.0, 69.5]","[80.0, 69.5]","[75.0, 60.0]",False,DOWN
1.9130051136016846,"[84.0, 72.75]","[84.0, 72.75]","[80.0, 65.0]",False,DOWN
2.0145490169525146,"[88.25, 76.25]","[88.25, 76.25]","[85.0, 70.0]",False,DOWN
2.1215171813964844,"[92.75, 80.0]","[92.75, 80.0]","[90.0, 75.0]",False,DOWN
2.223264217376709,"[97.5, 84.0]","[97.5, 84.0]","[95.0, 80.0]",False,DOWN
2.3267111778259277,"[102.5, 88.25]","[102.5, 88.25]","[100.0, 85.0]",False,DOWN
2.4289751052856445,"[107.5, 92.75]","[107.5, 92.75]","[100.0, 90.0]",False,DOWN
2.53524112701416,"[112.5, 97.5]","[112.5, 97.5]","[100.0, 95.0]",False,DOWN
